filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;bugs
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/wizards/templates/IntroNewWizard.java;1;0;2;1;0;0;0;2;2;0;1;41;2;2;2;1;0;2;2;41;1;41;1;1;0
/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ReplaceFeatureVersionWizardPage.java;2;0;3;1;0;0;0;3;12;2;2;8;18;18;2;1;0;3;3;36;1;36;2;2;0
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;2;0;2;2;0;0;0;2;22;0;1;35;22;22;2;1;0;2;2;35;1;35;1;2;0
/org.eclipse.osgi/osgi/src/org/osgi/framework/PackagePermission.java;2;0;4;2;1;1;1;3;1148;0;1;25;1177;1177;3;2;0;3;4;25;2;46;2;2;1
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/text/ReconcilingStrategy.java;2;0;2;2;0;0;0;2;12;0;1;31;12;12;2;1;0;2;2;31;1;31;1;2;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/dependencies/DependencyExtentQuery.java;2;0;5;2;0;0;0;5;33;3;2;19;36;36;3;3;0;5;5;35;3;35;2;2;0
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/search/IOccurrencesFinder.java;3;0;4;2;0;0;0;4;27;2;2;15;52;52;2;2;0;4;4;15;2;32;2;3;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;2;0;6;2;0;0;0;6;198;4;2;14;270;270;4;4;0;6;6;31;4;31;2;2;0
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java;2;0;10;2;0;0;0;10;696;9;2;2;1277;1277;9;8;0;10;10;21;8;21;2;2;0
/org.eclipse.ant.ui/Ant Tools Support/org/eclipse/ant/internal/ui/preferences/AntClasspathBlock.java;2;0;6;2;0;0;1;5;151;5;2;14;157;157;5;3;1;6;6;28;4;28;2;2;0
/org.eclipse.ui.editors/src/org/eclipse/ui/internal/editors/text/ConvertLineDelimitersAction.java;2;0;7;1;0;0;2;5;41;5;2;15;49;49;5;3;2;7;7;35;5;35;2;2;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/AbstractSearchResultPage.java;2;0;2;1;0;0;0;2;10;1;2;19;10;10;1;0;0;2;2;19;0;35;2;2;0
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java;2;0;2;1;0;0;0;2;10;1;2;24;16;16;1;0;0;2;2;24;0;35;2;2;0
/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java;3;0;4;2;1;1;1;3;10;2;2;18;14;14;2;1;0;3;4;35;1;52;3;3;0
/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java;1;0;2;1;1;1;1;1;8;0;1;34;12;12;1;0;0;1;2;34;0;50;2;1;0
/org.eclipse.search/search/org/eclipse/search/internal/ui/text/SearchResultUpdater.java;2;0;3;1;0;0;0;3;8;1;3;1;17;17;1;0;0;3;3;1;0;35;3;2;0
