filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
/org.eclipse.help/src/org/eclipse/help/internal/search/QueryWordsExactPhrase.java;0;0;3;0;0;0;3;0;0;0;0;-1;0;18;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;84;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractInterface/testInterface3/out/A.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/repo/NewCVSAnonEclipseConnection.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;56;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;28;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java;0;0;12;0;0;0;2;10;0;0;0;-1;0;271;0;1;0;0;0;-1;1;-1;0;5;
/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java;0;0;1;0;0;0;1;0;0;0;0;-1;0;20;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/parser/SourceElementParserTest.java;0;0;9;0;0;0;2;7;0;0;0;-1;0;108;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java;0;0;5;0;0;0;4;1;0;0;0;-1;0;218;0;0;1;0;0;-1;1;-1;0;4;
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ISelectionStatusValidator.java;0;0;3;0;0;0;2;1;0;0;0;-1;0;16;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;45;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;0;0;7;0;0;0;3;4;0;0;0;-1;0;66;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractInterface/test74/in/A.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Caret.java;0;0;3;0;0;0;3;0;0;0;0;-1;0;16;0;0;1;0;0;-1;1;-1;0;2;
/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_dnd_TransferData.java;0;0;2;0;0;0;2;0;0;0;0;-1;0;17;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java;0;0;4;0;0;0;2;2;0;0;0;-1;0;588;0;0;0;0;0;-1;0;-1;0;4;
/org.eclipse.jdt.debug.tests/tests/org/eclipse/jdt/debug/tests/core/DeferredBreakpointTests.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;23;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/impl/JarFileDocument.java;0;0;4;0;0;0;1;3;0;0;0;-1;0;161;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.search/search/org/eclipse/search/internal/ui/text/ResourcePathSorter.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;132;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.core.tests.model/workspace/Converter/test0268/Test.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/SefWorkSpace/SefTests/base_in/TestThisExpressionInner.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/Policy.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;22;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/CreateProjectWizard.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/StartupPreferencePage.java;0;0;2;0;0;0;0;2;0;0;0;-1;0;17;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/PasteSourceReference/test4/out/A.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/TypeImpl.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;768;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/try_out/A_test455.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;20;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.search/search/org/eclipse/search/internal/core/text/TypedResourceVisitor.java;0;0;4;0;0;0;2;2;0;0;0;-1;0;193;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;44;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java;0;0;6;0;0;0;4;2;0;0;0;-1;0;1290;0;0;1;0;0;-1;1;-1;0;4;
/org.eclipse.pde.ui/templates/editor/java/NonRuleBasedDamagerRepairer.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;25;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/FileEditorMappingContentProvider.java;0;0;3;0;0;0;2;1;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java;0;0;1;0;0;0;1;0;0;0;0;-1;0;16;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/indexing/SaveProjectIndex.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.ui.externaltools/Ant View/org/eclipse/ui/externaltools/internal/ant/antview/core/AntRunnable.java;0;0;6;0;0;0;0;6;0;0;0;-1;0;283;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.ui/ui refactoring/org/eclipse/jdt/internal/ui/refactoring/RefactoringWizardDialog.java;0;0;4;0;0;0;1;3;0;0;0;-1;0;214;0;0;0;0;0;-1;0;-1;0;4;
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/views/properties/IPropertySheetPage.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java;0;0;6;0;0;0;2;4;0;0;0;-1;0;48;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/client/Util.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.core.tests.model/workspace/Converter/test0136/Test.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/AddToVersionControlDialog.java;0;0;5;0;0;0;3;2;0;0;0;-1;0;49;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/Accessible.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;40;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.core.tests.resources/src/org/eclipse/core/tests/resources/perf/WorkspacePerformanceTest.java;0;0;3;0;0;0;3;0;0;0;0;-1;0;28;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.core.tests.runtime/src/org/eclipse/core/tests/internal/runtimetests/SampleOFR.java;0;0;1;0;0;0;1;0;0;0;0;-1;0;12;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.ui.externaltools/Ant Editor/org/eclipse/ui/externaltools/internal/ant/dtd/schema/Schema.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;132;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.team.examples.filesystem/src/org/eclipse/team/examples/filesystem/Policy.java;0;0;2;0;0;0;1;1;0;0;0;-1;0;15;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.core.tests.model/workspace/JavaSearch/src/PackageReference/NoReferenceI.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractInterface/test64/out/A.java;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/ui/wizards/IClasspathContainerPageExtension.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;7;0;0;0;0;0;-1;0;-1;0;2;
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/PrimitiveTypeImpl.java;0;0;3;0;0;0;1;2;0;0;0;-1;0;166;0;0;0;0;0;-1;0;-1;0;3;
/org.eclipse.swt/Eclipse SWT PI/win32/org/eclipse/swt/internal/win32/DRAWITEMSTRUCT.java;0;0;3;0;0;0;3;0;0;0;0;-1;0;52;0;0;1;0;0;-1;1;-1;0;2;
