filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
/org.eclipse.jdt.debug/eval/org/eclipse/jdt/internal/debug/eval/ast/engine/InstructionSequence.java;1;0;2;1;0;0;0;2;0;1;2;3329;0;0;1;0;0;2;2;3329;0;3421;2;1;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java;1;0;9;1;0;0;0;9;17;2;8;2382;45;45;2;1;0;9;9;3679;1;3730;8;1;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;2;0;2;1;1;1;1;1;15;0;1;3266;15;15;1;0;0;1;2;3266;0;4567;2;2;
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java;2;0;2;1;0;0;0;2;5;1;2;257;5;5;1;0;0;2;2;257;0;457;2;2;
/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java;4;1;15;1;2;2;2;13;43;2;10;3030;141;141;2;3;0;13;15;3149;3;4410;12;4;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/base/model/IModelChangedEvent.java;2;0;3;1;0;0;0;3;13;1;3;1434;13;13;1;0;0;3;3;1434;0;3039;3;2;
/org.eclipse.scripting/src/org/eclipse/scripting/internal/uirenderer/XGRXmlElement.java;1;0;1;1;0;0;0;1;0;0;1;1424;0;0;1;0;0;1;1;1424;0;1424;1;1;
/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java;3;1;3;1;2;2;2;1;11;0;1;3719;14;14;1;0;0;1;3;3719;0;4571;3;3;
/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java;3;1;3;1;2;2;2;1;6;0;1;2107;10;10;1;0;0;1;3;2107;0;4701;3;3;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameVirtualMethodInClass/testFail22/in/A.java;1;0;1;1;0;0;0;1;0;0;1;49;0;0;1;0;0;1;1;49;0;49;1;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameType/test56/out/B.java;1;0;1;1;0;0;0;1;0;0;1;1547;0;0;1;0;0;1;1;1547;0;1547;1;1;
/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java;4;2;9;1;9;8;9;0;178;0;0;4155;224;224;2;0;1;0;9;4401;1;4636;8;4;
/org.eclipse.pde.ui/Eclipse PDE UI/org/eclipse/pde/internal/OverlayIcon.java;2;0;5;2;0;0;0;5;12;3;3;267;12;12;3;2;0;5;5;324;2;1434;3;2;
/org.eclipse.jdt.ui.tests/ui/com/ibm/jdt/internal/ui/dialogs/tests/MultiElementListSelectorTest.java;1;0;3;1;0;0;0;3;4;1;3;255;4;4;1;0;0;3;3;255;0;522;3;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/validSelection/A_test272.java;2;1;3;1;2;2;2;1;0;0;1;49;0;0;1;0;0;1;3;49;0;4419;3;2;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;1;1;10;1;4;4;4;6;176;2;5;3579;312;312;2;1;0;6;10;3579;1;4588;9;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/MoveMembers/test13/out/A.java;1;0;1;1;0;0;0;1;0;0;1;2738;0;0;1;0;0;1;1;2738;0;2738;1;1;
/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Caret.java;4;1;4;1;2;2;2;2;30;1;2;2107;37;37;1;0;0;2;4;2107;0;4701;4;4;
/org.eclipse.swt.tests/JUnit Tests/org/eclipse/swt/tests/junit/Test_org_eclipse_swt_dnd_TransferData.java;2;0;2;1;1;1;1;1;6;0;1;1792;6;6;1;0;0;1;2;1792;0;4706;2;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameType/testFail70/in/A.java;1;0;1;1;0;0;0;1;0;0;1;49;0;0;1;0;0;1;1;49;0;49;1;1;
/org.eclipse.jdt.debug.tests/tests/org/eclipse/jdt/debug/tests/core/DeferredBreakpointTests.java;3;1;5;1;4;4;4;1;42;0;1;3701;95;95;1;0;0;1;5;3701;0;4571;5;3;
/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/model/UpdateSearchSite.java;1;0;3;1;0;0;0;3;6;1;3;2797;6;6;1;0;0;3;3;2797;0;3537;3;1;
/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/impl/JarFileDocument.java;2;1;10;1;2;2;2;8;74;4;5;455;182;182;4;3;0;8;10;1039;3;4063;7;2;
/org.eclipse.search/search/org/eclipse/search/internal/ui/text/ResourcePathSorter.java;1;0;4;1;0;0;0;4;20;1;4;1117;37;37;1;0;0;4;4;1117;0;1272;4;1;
/org.eclipse.scripting/src/org/eclipse/scripting/internal/RegistryWriter.java;1;0;1;1;0;0;0;1;0;0;1;1424;0;0;1;0;0;1;1;1424;0;1424;1;1;
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/CreateProjectWizard.java;2;0;5;1;1;1;1;4;13;1;4;3211;33;33;1;0;0;4;5;3211;0;4082;5;2;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/Policy.java;1;1;5;1;5;5;5;0;11;0;0;4169;29;29;1;0;0;0;5;4169;0;4573;5;1;
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/StartupPreferencePage.java;2;1;2;1;2;2;2;0;41;0;0;4149;41;41;1;0;0;0;2;4149;0;4608;2;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/SafeDeleteType/testFail5/in/A.java;1;0;1;1;0;0;0;1;0;0;1;49;0;0;1;0;0;1;1;49;0;49;1;1;
/org.eclipse.compare/compare/org/eclipse/patch/PatchWizard.java;1;0;4;1;0;0;0;4;27;1;4;1419;42;42;1;0;0;4;4;1419;0;1516;4;1;
/org.eclipse.update.core/src/org/eclipse/update/internal/core/DefaultFeature.java;1;0;1;1;0;0;0;1;0;0;1;2448;0;0;1;0;0;1;1;2448;0;2448;1;1;
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/TypeImpl.java;3;0;12;2;0;0;0;12;111;1;12;187;230;230;1;0;0;12;12;187;0;3678;12;3;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameParameters/canRename/A_test15_out.java;1;0;1;1;0;0;0;1;0;0;1;233;0;0;1;0;0;1;1;233;0;233;1;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/try_out/A_test455.java;2;1;4;1;2;2;2;2;10;1;2;511;12;12;1;0;0;2;4;511;0;4419;4;2;
/org.eclipse.search/search/org/eclipse/search/internal/core/text/TypedResourceVisitor.java;2;0;5;1;1;1;1;4;44;1;4;15;58;58;1;0;0;4;5;15;0;4034;5;2;
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java;2;0;2;1;0;0;0;2;4;1;2;2704;4;4;1;0;0;2;2;2704;0;3040;2;2;
/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/builder/impl/JCUNode.java;1;0;10;1;0;0;0;10;16;4;6;455;34;34;4;4;0;10;10;1039;4;2808;6;1;
/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java;5;1;11;1;3;3;3;8;230;1;8;106;495;495;1;0;0;8;11;106;0;4701;11;5;
/org.eclipse.pde.runtime/Eclipse PDE Runtime/org/eclipse/pde/internal/runtime/logview/LogView.java;2;0;3;1;0;0;0;3;4;1;3;267;4;4;1;0;0;3;3;267;0;1434;3;2;
/org.eclipse.pde.ui/templates/editor/java/NonRuleBasedDamagerRepairer.java;1;0;2;1;1;1;1;1;4;0;1;3870;4;4;1;0;0;1;2;3870;0;4316;2;1;
/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java;4;1;6;1;2;2;2;4;206;1;4;12;235;235;1;0;0;4;6;12;0;4552;6;4;
/org.eclipse.update/Eclipse Update/org/eclipse/update/internal/ui/JarVerificationDialog.java;2;0;4;1;0;0;0;4;319;1;4;108;323;323;1;0;0;4;4;108;0;1424;4;2;
/org.eclipse.swt.examples.controls/src/org/eclipse/swt/examples/controls/ProgressBarTab.java;2;0;2;1;0;0;0;2;0;1;2;391;0;0;1;0;0;2;2;391;0;611;2;2;
/org.eclipse.jdt.ui/ui refactoring/org/eclipse/jdt/internal/ui/refactoring/RefactoringWizardDialog.java;3;1;7;1;3;3;3;4;44;1;4;15;88;88;1;0;0;4;7;15;0;4076;7;3;
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/views/properties/IPropertySheetPage.java;2;0;2;1;0;0;0;2;5;1;2;257;5;5;1;0;0;2;2;257;0;457;2;2;
/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java;2;1;19;2;2;2;2;17;168;2;15;2572;391;391;2;2;0;17;19;3089;2;4111;17;2;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/client/Util.java;2;1;4;1;4;4;4;0;257;0;0;4169;276;276;1;0;0;0;4;4169;0;4731;4;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/DeleteSourceReference/test14/in/A.java;1;0;1;1;0;0;0;1;0;0;1;2859;0;0;1;0;0;1;1;2859;0;2859;1;1;
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/Accessible.java;2;0;2;1;0;0;0;2;4;1;2;2704;4;4;1;0;0;2;2;2704;0;3033;2;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/locals_in/A_test560.java;1;1;3;1;2;2;2;1;24;0;1;1236;24;24;1;0;0;1;3;1236;0;4419;3;1;
/org.eclipse.core.tests.runtime/src/org/eclipse/core/tests/internal/runtimetests/SampleOFR.java;1;0;2;1;0;0;0;2;10;1;2;3611;10;10;1;0;0;2;2;3611;0;3678;2;1;
/org.eclipse.vcm.tests.core.cvs/src/org/eclipse/vcm/tests/core/cvs/AllTests.java;2;0;2;1;0;0;0;2;2;1;2;1688;2;2;1;0;0;2;2;1688;0;1978;2;2;
/org.eclipse.team.examples.filesystem/src/org/eclipse/team/examples/filesystem/Policy.java;1;0;1;1;1;1;1;0;0;0;0;4674;0;0;1;0;0;0;1;4674;0;4674;1;1;
/org.eclipse.pde.ui/Eclipse PDE UI/org/eclipse/pde/internal/editor/schema/EnumerationRestrictionPage.java;2;0;5;2;0;0;0;5;12;3;3;267;12;12;3;2;0;5;5;324;2;1434;3;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/PullUp/testFail7/in/A.java;1;0;1;1;0;0;0;1;0;0;1;2406;0;0;1;0;0;1;1;2406;0;2406;1;1;
/org.eclipse.swt.examples.controls/org/eclipse/swt/examples/controls/RangeTab.java;2;0;3;1;0;0;0;3;161;1;3;513;161;161;1;0;0;3;3;513;0;970;3;2;
/org.eclipse.pde.build/src/org/eclipse/pde/internal/build/ModelScriptGenerator.java;1;0;1;1;0;0;0;1;0;0;1;2939;0;0;1;0;0;1;1;2939;0;2939;1;1;
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/PrimitiveTypeImpl.java;2;0;4;1;0;0;0;4;12;1;4;187;28;28;1;0;0;4;4;187;0;3678;4;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/semicolon_out/A_test402.java;2;1;3;1;2;2;2;1;0;0;1;49;0;0;1;0;0;1;3;49;0;4419;3;2;
/org.eclipse.swt/Eclipse SWT PI/win32/org/eclipse/swt/internal/win32/DRAWITEMSTRUCT.java;2;0;2;1;1;1;1;1;6;0;1;2069;6;6;1;0;0;1;2;2069;0;4701;2;2;
/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Slider.java;4;0;5;1;1;1;1;4;12;1;4;2107;29;29;1;0;0;4;5;2107;0;4701;5;4;
/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/streams/ProgressMonitorInputStream.java;2;0;2;1;1;1;1;1;0;0;1;3574;0;0;1;0;0;1;2;3574;0;4169;2;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/PullUp/test10/out/A.java;1;0;1;1;0;0;0;1;0;0;1;2406;0;0;1;0;0;1;1;2406;0;2406;1;1;
