"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"/org.eclipse.help/src/org/eclipse/help/internal/search/QueryWordsExactPhrase.java";0;0;3;0;0;0;3;0;0;0;0;-1;0;18;0;0;0;0;0;-1;0;-1;0;2;NA
"2";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java";0;0;2;0;0;0;1;1;0;0;0;-1;0;84;0;0;0;0;0;-1;0;-1;0;2;NA
"3";"/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractInterface/testInterface3/out/A.java";0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"4";"/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/repo/NewCVSAnonEclipseConnection.java";0;0;3;0;0;0;1;2;0;0;0;-1;0;56;0;0;0;0;0;-1;0;-1;0;2;NA
"5";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";0;0;3;0;0;0;1;2;0;0;0;-1;0;28;0;0;0;0;0;-1;0;-1;0;3;NA
"6";"/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java";0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"7";"/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java";0;0;12;0;0;0;2;10;0;0;0;-1;0;271;0;1;0;0;0;-1;1;-1;0;5;NA
"8";"/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java";0;0;1;0;0;0;1;0;0;0;0;-1;0;20;0;0;0;0;0;-1;0;-1;0;1;NA
"9";"/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/parser/SourceElementParserTest.java";0;0;9;0;0;0;2;7;0;0;0;-1;0;108;0;0;0;0;0;-1;0;-1;0;3;NA
"10";"/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java";0;0;5;0;0;0;4;1;0;0;0;-1;0;218;0;0;1;0;0;-1;1;-1;0;4;NA
