filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/wizards/templates/IntroNewWizard.java;1;0;2;1;0;0;0;2;2;1;2;3900;2;2;1;0;0;2;2;3900;0;4018;2;1;
/org.eclipse.ui.workbench.texteditor/src/org/eclipse/ui/texteditor/templates/StatusDialog.java;1;0;2;1;0;0;0;2;8;1;2;3184;8;8;1;0;0;2;2;3184;0;3812;2;1;
/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ReplaceFeatureVersionWizardPage.java;2;0;3;1;0;0;0;3;6;1;3;495;18;18;1;0;0;3;3;495;0;3900;3;2;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;2;0;2;1;0;0;0;2;14;1;2;3157;22;22;1;0;0;2;2;3157;0;3500;2;2;
/org.eclipse.osgi/osgi/src/org/osgi/framework/PackagePermission.java;2;0;4;1;1;1;1;3;1064;1;3;2185;1177;1177;1;0;0;3;4;2185;0;4480;4;2;
/org.eclipse.jdt.core.tests.model/workspace/Converter15/src/test0044/X.java;1;0;1;1;0;0;0;1;0;0;1;1033;0;0;1;0;0;1;1;1033;0;1033;1;1;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/text/ReconcilingStrategy.java;2;0;2;1;0;0;0;2;8;1;2;2670;12;12;1;0;0;2;2;2670;0;3149;2;2;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/dependencies/DependencyExtentQuery.java;2;0;5;1;0;0;0;5;21;1;5;1538;36;36;1;0;0;5;5;1538;0;3867;5;2;
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/search/IOccurrencesFinder.java;3;0;5;1;0;0;0;5;26;1;5;1195;52;52;1;0;0;5;5;1195;0;3184;5;3;
/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java;1;0;1;1;0;0;0;1;8;0;1;3165;8;8;1;0;0;1;1;3165;0;3165;1;1;
/org.eclipse.ui.forms.examples/src/org/eclipse/ui/forms/examples/internal/rcp/TypeTwoDetailsPage.java;1;0;1;1;1;1;1;0;3;0;0;4781;3;3;1;0;0;0;1;4781;0;4781;1;1;
/org.eclipse.jdt.core.tests.model/workspace/JavaSearch15/src/g2/f/s/def/R1.java;1;0;1;1;0;0;0;1;0;0;1;1198;0;0;1;0;0;1;1;1198;0;1198;1;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameType/test56/out/B.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.jdt.core.tests.model/workspace/Compiler/src/org/eclipse/jdt/internal/compiler/lookup/VariableBinding.java;1;0;1;1;0;0;0;1;0;0;1;1147;0;0;1;0;0;1;1;1147;0;1147;1;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractMethodWorkSpace/ExtractMethodTests/validSelection/A_test272.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;2;0;8;1;0;0;0;8;109;2;6;1111;270;270;2;2;0;8;8;1111;2;3867;6;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/MoveMembers/test13/out/A.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.swt.snippets/src/org/eclipse/swt/snippets/Snippet8.java;3;0;3;1;0;0;0;3;6;1;3;489;7;7;1;0;0;3;3;489;0;3220;3;3;
/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/CreateCompilationUnitTests.java;1;0;1;1;0;0;0;1;8;0;1;3136;8;8;1;0;0;1;1;3136;0;3136;1;1;
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java;2;0;11;1;0;0;0;11;696;1;11;123;1277;1277;1;0;0;11;11;123;0;3659;11;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/SefWorkSpace/SefTests/object_in/TestEnumReadWrite.java;3;0;4;2;0;0;0;4;20;2;3;1834;25;25;2;1;0;4;4;3184;1;3184;3;3;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameType/testFail70/in/A.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.jdt.debug.tests/tests/org/eclipse/jdt/debug/tests/core/DeferredBreakpointTests.java;2;0;2;1;0;0;0;2;17;1;2;1554;27;27;1;0;0;2;2;1554;0;3165;2;2;
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/workingsets/OthersWorkingSetFactory.java;1;0;2;1;0;0;0;2;0;1;2;1390;0;0;1;0;0;2;2;1390;0;1727;2;1;
/org.eclipse.jdt.ui.tests.refactoring/resources/SefWorkSpace/SefTests/base_in/TestThisExpressionInner.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.ant.ui/Ant Tools Support/org/eclipse/ant/internal/ui/preferences/AntClasspathBlock.java;2;0;6;1;1;1;1;5;77;1;5;1070;157;157;1;0;0;5;6;1070;0;4505;6;2;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/Policy.java;1;0;1;1;0;0;0;1;6;0;1;3129;6;6;1;0;0;1;1;3129;0;3129;1;1;
/org.eclipse.ui.editors/src/org/eclipse/ui/internal/editors/text/ConvertLineDelimitersAction.java;2;0;9;1;1;1;1;8;22;2;7;1185;49;49;2;1;0;8;9;3998;1;5012;8;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/SafeDeleteType/testFail5/in/A.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/RenameParameters/canRename/A_test15_out.java;2;0;2;2;0;0;0;2;20;0;1;3184;20;20;2;1;0;2;2;3184;1;3184;1;2;
/org.eclipse.search/search/org/eclipse/search/internal/core/text/TypedResourceVisitor.java;1;0;1;1;0;0;0;1;0;0;1;1711;0;0;1;0;0;1;1;1711;0;1711;1;1;
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/AbstractSearchResultPage.java;2;0;2;1;0;0;0;2;10;1;2;1538;10;10;1;0;0;2;2;1538;0;3149;2;2;
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java;2;0;2;1;0;0;0;2;10;1;2;2076;16;16;1;0;0;2;2;2076;0;3163;2;2;
/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java;3;0;4;1;1;1;1;3;6;1;3;1444;14;14;1;0;0;3;4;1444;0;5093;4;3;
/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java;1;0;2;1;1;1;1;1;8;0;1;3111;12;12;1;0;0;1;2;3111;0;4873;2;1;
/org.eclipse.search/search/org/eclipse/search/internal/ui/text/SearchResultUpdater.java;2;0;3;1;0;0;0;3;8;1;3;63;17;17;1;0;0;3;3;63;0;3168;3;2;
/org.eclipse.pde.ui.tests/Macro Manager/org/eclipse/ui/internal/macro/FocusCommand.java;2;0;3;1;0;0;0;3;22;2;2;3272;22;22;2;1;0;3;3;3278;1;3278;2;2;
/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java;1;0;6;1;0;0;0;6;55;1;6;611;128;128;1;0;0;6;6;611;0;3795;6;1;
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/text/spelling/engine/PersistentSpellDictionary.java;2;0;3;1;1;1;1;2;8;1;2;3184;16;16;1;0;0;2;3;3184;0;5012;3;2;
/org.eclipse.jdt.core.tests.model/workspace/Formatter/test065/A_in.java;1;0;1;1;0;0;0;1;2;0;1;523;2;2;1;0;0;1;1;523;0;523;1;1;
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/client/Util.java;1;0;1;1;0;0;0;1;0;0;1;847;0;0;1;0;0;1;1;847;0;847;1;1;
/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/AddToVersionControlDialog.java;1;0;3;1;1;1;1;2;26;1;2;3129;45;45;1;0;0;2;3;3129;0;4475;3;1;
