filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
/org.eclipse.help/src/org/eclipse/help/internal/search/QueryWordsExactPhrase.java;2;1;3;1;3;3;3;0;16;0;0;2746;18;18;1;0;0;0;3;2746;0;3145;3;2;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java;2;0;2;1;1;1;1;1;68;0;1;299;84;84;1;0;0;1;2;299;0;3145;2;2;
/org.eclipse.jdt.ui.tests.refactoring/resources/ExtractInterface/testInterface3/out/A.java;1;0;1;1;0;0;0;1;0;0;1;1641;0;0;1;0;0;1;1;1641;0;1641;1;1;
/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/repo/NewCVSAnonEclipseConnection.java;2;0;3;1;1;1;1;2;40;1;2;1319;56;56;1;0;0;2;3;1319;0;3145;3;2;
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;3;0;3;1;1;1;1;2;16;1;2;299;28;28;1;0;0;2;3;299;0;3145;3;3;
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java;1;0;1;1;0;0;0;1;0;0;1;827;0;0;1;0;0;1;1;827;0;827;1;1;
/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java;5;1;12;2;2;2;2;10;112;2;9;89;271;271;2;1;0;10;12;299;1;3145;11;5;
/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java;1;0;1;1;1;1;1;0;20;0;0;3151;20;20;1;0;0;0;1;3151;0;3151;1;1;
/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/parser/SourceElementParserTest.java;3;1;9;1;2;2;2;7;52;1;7;530;108;108;1;0;0;7;9;530;0;3151;9;3;
/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java;4;2;5;1;4;3;4;1;178;0;1;1280;218;218;2;0;1;1;5;3083;1;3146;4;4;
