"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"/org.eclipse.jdt.debug/eval/org/eclipse/jdt/internal/debug/eval/ast/engine/InstructionSequence.java";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"2";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java";1;0;9;1;0;0;0;9;4;0;1;3679;4;45;2;1;0;2;2;3679;1;3679;1;1;NA
"3";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";0;0;2;0;0;0;1;1;0;0;0;-1;0;15;0;0;0;0;0;-1;0;-1;0;2;NA
"4";"/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java";0;0;2;0;0;0;0;2;0;0;0;-1;0;5;0;0;0;0;0;-1;0;-1;0;2;NA
"5";"/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java";1;0;15;1;0;0;2;13;43;2;3;3149;55;141;2;3;0;6;6;3149;3;3796;3;4;NA
"6";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/base/model/IModelChangedEvent.java";0;0;3;0;0;0;0;3;0;0;0;-1;0;13;0;0;0;0;0;-1;0;-1;0;2;NA
"7";"/org.eclipse.scripting/src/org/eclipse/scripting/internal/uirenderer/XGRXmlElement.java";0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"8";"/org.eclipse.jdt.debug.tests/testprograms/ThrowsNPE.java";0;0;3;0;0;0;2;1;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;3;NA
"9";"/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java";0;0;3;0;0;0;2;1;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;3;NA
"10";"/org.eclipse.jdt.ui.tests.refactoring/resources/RenameVirtualMethodInClass/testFail22/in/A.java";0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"11";"/org.eclipse.jdt.ui.tests.refactoring/resources/RenameType/test56/out/B.java";0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"12";"/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java";2;2;9;2;4;2;9;0;7;0;0;4249;12;224;2;0;2;0;4;4249;2;4401;2;4;NA
"13";"/org.eclipse.pde.ui/Eclipse PDE UI/org/eclipse/pde/internal/OverlayIcon.java";2;0;5;2;0;0;0;5;12;0;1;324;12;12;3;2;0;3;3;324;2;324;1;2;NA
