"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"13";"org.eclipse.osgi.framework.eventmgr";0;0;4;0;2;1;2;2;206;0;1;34;230;0;2;1;1;2;4;34;2;47;2;0;0
"14";"org.eclipse.jdt.internal.junit.wizards";0;0;4;0;0;0;0;4;47;1;4;6;97;0;1;0;0;4;4;6;0;42;4;1;2
"15";"org.eclipse.core.resources.team";0;0;3;0;1;1;1;2;35;1;2;15;56;0;1;0;0;2;3;15;0;50;3;0;0
"16";"org.eclipse.search2.internal.ui.text";0;0;8;0;1;1;1;7;157;3;5;17;281;0;3;2;0;7;8;17;2;51;6;0;2
"17";"org.eclipse.pde.internal.core.iproduct";2;0;3;1;0;0;0;3;110;2;2;29;126;46;2;1;0;3;3;29;1;35;2;2;0
"18";"org.eclipse.swt.internal.gdip";2;0;3;2;0;0;0;3;41;0;1;33;41;10;3;2;0;3;3;33;2;33;1;2;3
"19";"org.eclipse.update.core";2;0;5;1;0;0;0;5;302;1;5;9;377;24;1;0;0;5;5;9;0;36;5;2;0
"20";"org.eclipse.ant.internal.ui.antsupport.inputhandler";1;0;5;1;1;1;1;4;22;2;3;19;44;21;2;1;0;4;5;19;1;47;4;1;2
"21";"org.eclipse.ui.commands";0;0;9;0;0;0;0;9;516;3;5;2;1382;0;3;4;0;9;9;32;4;38;5;1;0
"22";"org.eclipse.debug.internal.core.sourcelookup.containers";2;0;4;1;0;0;0;4;76;2;3;35;163;14;2;1;0;4;4;35;1;41;3;2;0
"23";"org.eclipse.ui.externaltools.internal.launchConfigurations";0;0;6;0;0;0;0;6;198;2;5;18;349;0;2;1;0;6;6;40;1;40;5;0;2
"24";"org.eclipse.core.internal.plugins";0;0;4;0;0;0;0;4;104;3;2;21;182;0;3;2;0;4;4;21;2;34;2;0;0
"25";"org.eclipse.core.internal.indexing";2;0;4;2;0;0;0;4;759;3;2;32;1285;215;3;2;0;4;4;32;2;38;2;2;0
"26";"org.eclipse.ui.internal.part";3;0;5;3;0;0;0;5;428;4;2;33;771;219;4;3;0;5;5;33;3;38;2;3;0
"27";"org.eclipse.compare.internal";1;0;6;1;1;1;1;5;448;2;4;8;876;16;2;1;0;5;6;8;1;50;5;1;2
"28";"org.eclipse.compare.structuremergeviewer";1;0;3;1;0;0;0;3;94;1;3;8;144;16;1;0;0;3;3;8;0;35;3;1;0
"29";"org.eclipse.team.internal.ccvs.core.client";1;0;8;1;0;0;0;8;403;3;6;8;1109;65;3;2;0;8;8;8;2;41;6;1;1
"30";"org.eclipse.jdt.core";2;0;8;2;0;0;0;8;1334;3;4;1;2811;81;3;4;0;8;8;1;4;32;4;3;8
"31";"org.eclipse.swt.ole.win32";1;0;7;1;0;0;0;7;147;2;5;1;371;32;2;2;0;7;7;1;2;35;5;2;0
"32";"org.eclipse.jdt.internal.debug.ui.jres";1;0;6;1;0;0;1;5;235;2;4;1;358;8;2;1;1;6;6;1;2;41;4;1;2
"33";"org.eclipse.jface.text.templates.persistence";0;1;6;0;2;2;2;4;194;1;4;13;290;0;1;0;0;4;6;13;0;51;6;0;0
"34";"org.eclipse.ant.internal.ui.debug.model";1;0;7;1;0;0;0;7;709;4;3;20;1211;216;4;4;0;7;7;20;4;35;3;3;1
"35";"org.eclipse.search.internal.ui";3;0;7;1;1;1;1;6;680;3;4;1;1366;22;3;2;0;6;7;35;2;51;5;3;3
"36";"org.eclipse.jdt.internal.ui.javaeditor.selectionactions";0;0;7;0;1;1;1;6;189;3;4;4;338;0;3;2;0;6;7;28;2;43;5;0;0
"37";"org.eclipse.pde.internal.ui.preferences";0;0;9;0;0;0;0;9;428;3;5;7;1405;0;3;4;0;9;9;39;4;39;5;0;0
"38";"org.eclipse.jdt.internal.formatter";0;0;5;0;0;0;0;5;2149;2;4;1;2490;0;2;1;0;5;5;33;1;33;4;0;3
"39";"org.eclipse.jdt.internal.corext.dom.fragments";2;0;3;1;1;1;1;2;64;0;1;35;80;30;2;1;0;2;3;35;1;51;2;2;0
"40";"org.eclipse.compare.contentmergeviewer";0;0;5;0;0;0;0;5;30;3;3;9;57;0;3;2;0;5;5;21;2;35;3;0;0
"41";"org.eclipse.ui.internal.preferences";2;0;3;1;0;0;0;3;122;2;2;8;122;32;2;1;0;3;3;8;1;35;2;3;1
"42";"org.eclipse.team.internal.ui.preferences";0;0;9;0;1;1;1;8;245;3;6;8;528;0;3;2;0;8;9;28;2;49;7;0;0
"43";"org.eclipse.jdt.internal.debug.eval.ast.engine";0;0;6;0;1;1;1;5;515;3;3;1;800;0;3;2;0;5;6;9;2;49;4;0;2
"44";"org.eclipse.search.internal.ui.util";1;0;4;1;0;0;0;4;153;2;3;26;263;8;2;1;0;4;4;35;1;35;3;1;1
"45";"org.eclipse.pde.internal.ui.parts";1;0;3;1;0;0;0;3;108;2;2;12;117;39;2;1;0;3;3;12;1;35;2;2;0
"46";"org.eclipse.team.internal.ccvs.ui.subscriber";1;0;17;1;1;1;1;16;2755;9;5;8;3382;448;9;11;0;16;17;8;11;47;6;2;0
"47";"org.eclipse.debug.internal.ui.memory";2;0;5;2;1;1;1;4;81;2;2;29;101;208;2;2;0;4;5;29;2;45;3;2;0
"48";"org.eclipse.debug.internal.core";2;0;6;1;0;0;0;6;170;2;4;4;489;50;2;2;0;6;6;4;2;35;4;3;5
"49";"org.eclipse.swt.program";0;2;13;0;3;2;3;10;1976;3;6;6;3286;0;3;4;1;10;13;34;5;52;8;0;0
"50";"org.osgi.service.prefs";1;0;2;1;1;1;1;1;1410;0;1;20;1421;1325;1;0;0;1;2;20;0;46;2;1;3
"51";"org.eclipse.ui.internal.presentations.defaultpresentation";2;1;6;1;2;2;2;4;182;2;3;8;321;18;2;1;0;4;6;8;1;51;5;2;1
"52";"org.eclipse.ui.internal.components.registry";2;0;3;2;0;0;0;3;96;0;1;34;96;38;3;2;0;3;3;34;2;34;1;2;1
"53";"org.osgi.service.url";0;0;4;0;1;1;1;3;634;0;1;29;721;0;3;2;0;3;4;29;2;46;2;0;0
"54";"org.eclipse.jface.text.link";0;1;9;0;2;2;2;7;556;4;3;12;1080;0;4;4;0;7;9;12;4;51;5;0;0
"55";"org.eclipse.ui.internal.components.framework";1;0;2;1;0;0;0;2;0;0;1;38;0;0;2;1;0;2;2;38;1;38;1;1;0
"56";"org.eclipse.core.runtime.internal.adaptor";1;0;3;1;3;1;3;0;11;0;0;47;11;19;3;0;2;0;3;47;2;47;1;1;4
"57";"org.eclipse.jdt.internal.codeassist.select";2;0;5;1;0;0;0;5;238;2;4;0;603;34;2;1;0;5;5;0;1;35;4;3;1
"58";"org.eclipse.ui.forms.widgets";1;1;9;1;3;3;3;6;617;2;5;8;2224;585;2;1;0;6;9;34;1;50;8;1;0
"59";"org.eclipse.team.internal.ui.registry";1;0;4;1;0;0;0;4;24;2;3;8;41;19;2;1;0;4;4;8;1;35;3;1;0
"60";"org.eclipse.help";2;0;3;2;0;0;0;3;47;2;2;29;47;13;2;1;0;3;3;34;1;34;2;2;0
"61";"org.eclipse.update.internal.search";0;0;2;0;0;0;0;2;36;1;2;11;48;0;1;0;0;2;2;11;0;36;2;0;0
"62";"org.eclipse.jdt.internal.eval";0;0;7;0;0;0;0;7;682;2;5;1;1704;0;2;2;0;7;7;1;2;39;5;0;17
"63";"org.eclipse.jdt.internal.debug.core";0;0;5;0;1;1;1;4;53;2;3;11;101;0;2;1;0;4;5;33;1;50;4;0;0
"64";"org.eclipse.pde.internal.ui.model.plugin";1;0;4;1;1;1;1;3;132;2;2;22;201;12;2;1;0;3;4;22;1;47;3;2;0
"65";"org.eclipse.jdt.core.search";2;0;7;2;0;0;0;7;893;3;5;1;1695;9;3;2;0;7;7;35;2;35;5;2;1
"66";"org.eclipse.osgi.service.pluginconversion";0;0;3;0;1;1;1;2;31;1;2;23;40;0;1;0;0;2;3;23;0;48;3;0;0
"67";"org.eclipse.jdt.internal.ui.preferences";5;1;18;2;2;2;2;16;2425;5;8;3;8451;414;5;8;0;16;18;3;8;48;10;5;12
"68";"org.eclipse.jdt.internal.debug.ui.breakpoints";2;0;7;1;1;1;3;4;959;3;4;23;1226;67;3;0;2;6;7;41;2;48;5;3;0
"69";"org.eclipse.pde.internal.core.plugin";2;0;11;1;0;0;2;9;1053;4;6;12;2116;51;4;3;2;11;11;41;5;41;6;2;1
"70";"org.eclipse.ui.contentassist";0;0;7;0;3;1;4;3;72;2;3;21;136;0;3;0;3;4;7;48;3;48;4;0;0
"71";"org.eclipse.jdt.internal.core.dom.rewrite";1;0;12;1;0;0;0;12;906;4;5;1;1594;772;4;7;0;12;12;1;7;35;5;4;2
"72";"org.eclipse.ui.themes";0;0;3;0;0;0;0;3;173;2;2;2;213;0;2;1;0;3;3;2;1;35;2;0;1
"73";"org.eclipse.jdt.internal.ui.text.folding";0;0;6;0;1;1;2;4;422;2;3;32;732;0;2;1;1;5;6;32;2;51;4;0;0
"74";"org.eclipse.jdt.internal.ui.refactoring.nls.search";0;0;3;0;1;1;1;2;96;1;2;8;112;0;1;0;0;2;3;8;0;51;3;0;1
"75";"org.eclipse.pde.internal.build.tasks";0;0;8;0;1;1;1;7;182;3;3;10;299;0;3;4;0;7;8;32;4;43;4;0;0
"76";"org.eclipse.jdt.internal.corext.refactoring.structure.constraints";0;1;11;0;2;2;2;9;5990;0;1;32;6197;0;9;8;0;9;11;32;8;49;3;0;1
"77";"org.eclipse.ui.internal.texteditor.quickdiff.compare.rangedifferencer";3;1;8;1;2;2;2;6;392;2;4;2;617;372;2;2;0;6;8;5;2;51;6;3;0
"78";"org.eclipse.jdt.internal.ui.refactoring.contentassist";1;0;11;1;1;1;2;9;139;4;5;18;426;0;4;4;1;10;11;39;5;50;6;1;0
"79";"org.eclipse.pde.internal.ui.view";2;0;8;1;0;0;0;8;1271;4;4;7;1493;6;4;4;0;8;8;19;4;35;4;2;0
"80";"org.eclipse.osgi.util";0;2;7;0;3;2;3;4;172;3;2;29;394;0;3;2;1;4;7;34;3;47;4;0;1
"81";"org.eclipse.ui.texteditor.templates";0;0;6;0;1;1;1;5;576;2;3;15;680;0;2;2;0;5;6;21;2;43;4;0;1
"82";"org.eclipse.pde.internal.runtime.registry";1;0;4;1;0;0;0;4;142;2;3;14;270;20;2;1;0;4;4;14;1;41;3;1;18
"83";"org.eclipse.core.runtime.jobs";1;1;8;1;2;2;2;6;159;2;5;6;256;19;2;1;0;6;8;23;1;50;7;1;0
"84";"org.eclipse.ant.internal.ui.editor.formatter";1;0;5;1;1;1;1;4;39;1;4;11;122;10;1;0;0;4;5;11;0;47;5;1;0
"85";"org.eclipse.jdt.internal.ui.wizards.dialogfields";2;0;4;1;1;1;1;3;120;1;3;10;155;19;1;0;0;3;4;10;0;51;4;3;0
"86";"org.eclipse.team.internal.ui.synchronize.actions";1;0;6;1;0;0;0;6;573;5;2;7;697;391;5;4;0;6;6;7;4;35;2;2;0
"87";"org.eclipse.help.internal.search";1;0;7;1;1;1;1;6;1354;3;4;6;1700;12;3;2;0;6;7;6;2;43;5;2;0
"88";"org.eclipse.ui.internal.browser";3;0;4;2;1;1;1;3;630;2;2;39;1165;66;2;1;0;3;4;39;1;49;3;3;0
"89";"org.eclipse.team.internal.ui";0;0;7;0;0;0;0;7;260;3;5;8;545;0;3;2;0;7;7;8;2;41;5;0;3
"90";"org.eclipse.help.browser";0;0;1;0;0;0;0;1;4;0;1;35;4;0;1;0;0;1;1;35;0;35;1;0;0
"91";"org.eclipse.debug.ui.sourcelookup";0;0;4;0;0;0;0;4;40;1;4;22;54;0;1;0;0;4;4;22;0;41;4;0;0
"92";"org.eclipse.ui.internal.commands";0;0;9;0;0;0;0;9;1138;5;4;2;2159;0;5;5;0;9;9;35;5;35;4;0;0
"93";"org.eclipse.team.internal.core";1;0;6;1;0;0;0;6;175;3;3;8;417;22;3;3;0;6;6;8;3;34;3;1;3
"94";"org.eclipse.ui.internal.part.components.services";1;0;2;1;0;0;0;2;0;0;1;38;0;0;2;1;0;2;2;38;1;38;1;1;0
"95";"org.eclipse.pde.internal.ui.editor.plugin.rows";0;0;5;0;0;0;0;5;140;2;4;3;254;0;2;1;0;5;5;3;1;35;4;0;0
"96";"org.eclipse.jdt.launching.sourcelookup.containers";0;0;5;0;1;1;1;4;49;2;3;1;70;0;2;1;0;4;5;1;1;49;4;0;0
"97";"org.eclipse.search2.internal.ui";3;0;6;2;2;1;2;4;229;1;4;18;517;46;2;0;1;4;6;50;1;50;5;3;1
"98";"org.eclipse.jdt.internal.ui.filters";2;0;4;1;1;1;1;3;178;2;2;19;221;40;2;1;0;3;4;19;1;51;3;3;0
"99";"org.eclipse.ui.wizards";3;0;5;2;1;1;1;4;26;2;2;31;51;13;2;2;0;4;5;31;2;46;3;3;0
"100";"org.eclipse.jdt.internal.corext.refactoring.typeconstraints.typesets";1;0;4;1;2;1;2;2;349;0;1;38;537;0;2;1;1;2;4;38;2;49;2;1;1
"101";"org.eclipse.jface.bindings.keys.formatting";0;0;6;0;0;0;0;6;506;2;5;25;926;0;2;1;0;6;6;25;1;42;5;0;0
"102";"org.eclipse.ui.internal.ide.misc";0;0;5;0;1;1;1;4;4511;2;2;2;4687;0;2;2;0;4;5;2;2;51;3;0;0
"103";"org.eclipse.pde.internal.ui.editor.plugin";2;0;7;2;0;0;0;7;464;2;6;3;1110;537;2;1;0;7;7;12;1;41;6;2;0
"104";"org.eclipse.ui.internal.misc";1;0;6;1;0;0;0;6;1910;2;4;2;2078;201;2;2;0;6;6;2;2;34;4;3;1
"105";"org.eclipse.ui.internal.components.util";1;0;2;1;0;0;0;2;0;0;1;38;0;0;2;1;0;2;2;38;1;38;1;1;0
"106";"org.eclipse.jdt.internal.corext.refactoring.structure";1;0;30;1;0;0;6;24;10342;17;5;1;18818;0;17;19;6;30;30;31;25;31;5;2;1
"107";"org.eclipse.jdt.internal.compiler.env";1;0;5;1;0;0;0;5;172;2;3;1;290;85;2;2;0;5;5;1;2;35;3;3;0
"108";"org.eclipse.help.search";0;0;5;0;1;1;1;4;269;0;1;31;325;0;4;3;0;4;5;31;3;44;2;0;0
"109";"org.eclipse.jdt.internal.compiler.lookup";1;0;9;1;1;1;1;8;5292;3;4;1;9382;29;3;4;0;8;9;35;4;47;5;5;53
"110";"org.eclipse.core.runtime.internal.stats";1;0;2;1;2;1;2;0;0;0;0;47;0;0;2;0;1;0;2;47;1;47;1;1;0
"111";"org.eclipse.help.internal.model";0;0;2;0;0;0;0;2;32;0;1;35;32;0;2;1;0;2;2;35;1;35;1;0;0
"112";"org.eclipse.jdt.internal.compiler.util";1;0;3;1;0;0;0;3;126;1;3;4;141;8;1;0;0;3;3;4;0;35;3;2;5
"113";"org.eclipse.core.internal.refresh";0;0;8;0;1;1;1;7;130;2;4;10;253;0;2;3;0;7;8;20;3;47;5;0;2
"114";"org.eclipse.help.internal.webapp.servlet";0;0;5;0;2;1;2;3;407;1;3;1;479;0;2;0;1;3;5;43;1;43;4;0;0
"115";"org.eclipse.jdt.internal.ui.typehierarchy";2;0;4;1;0;0;0;4;254;2;3;21;319;56;2;1;0;4;4;29;1;35;3;3;0
"116";"org.eclipse.ant.internal.ui.editor.actions";1;0;14;1;2;1;2;12;249;6;5;15;485;45;6;7;1;12;14;15;8;44;6;1;0
"117";"org.eclipse.update.internal.configurator";2;0;4;1;0;0;0;4;208;2;3;6;378;65;2;1;0;4;4;6;1;36;3;2;0
"118";"org.eclipse.ui.internal.progress";1;0;5;1;0;0;0;5;15426;2;4;2;16725;188;2;1;0;5;5;2;1;35;4;1;4
"119";"org.eclipse.jdt.internal.junit.ui";3;0;7;1;1;1;1;6;323;2;5;7;689;102;2;1;0;6;7;10;1;51;6;4;6
"120";"org.eclipse.debug.ui.memory";2;0;6;1;0;0;0;6;1298;3;3;28;1478;91;3;3;0;6;6;28;3;38;3;3;0
"121";"org.eclipse.ant.internal.ui.views.actions";0;0;6;0;0;0;0;6;209;2;5;11;536;0;2;1;0;6;6;14;1;41;5;0;0
"122";"org.eclipse.jdt.internal.compiler.problem";1;0;6;1;1;1;1;5;1637;4;2;1;2961;8;4;3;0;5;6;1;3;45;3;1;4
"123";"org.eclipse.jdt.internal.debug.core.refactoring";2;0;4;1;0;0;0;4;142;2;3;12;232;26;2;1;0;4;4;12;1;41;3;2;0
"124";"org.eclipse.ui.branding";0;0;2;0;0;0;0;2;76;1;2;2;86;0;1;0;0;2;2;2;0;35;2;0;0
"125";"org.eclipse.search.ui.text";2;0;4;1;0;0;0;4;56;1;4;5;73;23;1;0;0;4;4;5;0;35;4;3;0
"126";"org.eclipse.ui.editors.text";0;1;7;0;2;2;2;5;1459;2;3;9;1877;0;2;2;0;5;7;9;2;51;5;0;0
"127";"org.eclipse.ui.internal.actions";3;0;6;3;0;0;0;6;397;3;2;2;596;159;3;4;0;6;6;2;4;31;2;3;1
"128";"org.eclipse.ui.wizards.newresource";0;0;7;0;1;1;1;6;1248;4;2;2;1410;0;4;4;0;6;7;35;4;51;3;0;0
"129";"org.eclipse.core.internal.resources.mapping";1;0;3;1;1;1;1;2;6;0;1;32;11;0;2;1;0;2;3;32;1;45;2;1;0
"130";"org.eclipse.ui.ide.dialogs";1;1;7;1;2;2;2;5;94;2;3;12;164;2;2;2;0;5;7;12;2;51;5;2;1
"131";"org.eclipse.jface.text.templates";0;2;8;0;3;2;3;5;626;2;3;7;908;0;2;2;1;5;8;7;3;51;5;0;0
"132";"org.eclipse.jdi.internal.spy";1;0;4;1;0;0;0;4;60;2;3;1;77;8;2;1;0;4;4;1;1;35;3;1;0
"133";"org.eclipse.jface.action";1;0;3;1;0;0;0;3;12930;2;2;2;13304;1129;2;1;0;3;3;2;1;35;2;3;4
"134";"org.eclipse.pde.internal.core.ifeature";1;0;3;1;0;0;0;3;102;2;2;31;156;14;2;1;0;3;3;31;1;35;2;1;0
"135";"org.eclipse.ui.texteditor.spelling";2;0;7;1;1;1;2;5;102;3;3;24;209;42;3;2;1;6;7;24;3;51;4;2;0
"136";"org.eclipse.team.internal.core.streams";1;0;2;1;0;0;0;2;42;0;1;35;42;6;2;1;0;2;2;35;1;35;1;1;0
"137";"org.eclipse.team.internal.ccvs.ui.operations";1;0;12;1;0;0;0;12;762;6;6;8;2061;208;6;6;0;12;12;16;6;38;6;1;5
"138";"org.eclipse.jdt.internal.compiler";0;0;7;0;0;0;0;7;2856;3;4;1;5586;0;3;3;0;7;7;21;3;35;4;0;9
"139";"org.eclipse.jdt.internal.codeassist";0;0;9;0;1;1;1;8;1720;2;6;1;3632;0;2;2;0;8;9;1;2;47;7;0;2
"140";"org.eclipse.swt.internal.carbon";1;0;24;1;0;0;6;18;116;14;4;7;189;0;14;14;6;24;24;31;20;31;4;1;1
"141";"org.eclipse.ui.internal.ide.update";2;0;3;2;0;0;0;3;85;2;2;2;100;100;2;1;0;3;3;33;1;33;2;2;0
"142";"org.eclipse.update.internal.ui.model";0;0;7;0;0;0;0;7;142;3;4;12;287;0;3;3;0;7;7;12;3;36;4;0;0
"143";"com.sun.jdi";2;0;3;1;0;0;0;3;548;2;2;6;634;160;2;1;0;3;3;6;1;35;2;3;0
"144";"org.eclipse.jface.viewers.deferred";0;0;4;0;0;0;0;4;108;2;3;32;196;0;2;1;0;4;4;32;1;39;3;0;0
"145";"org.eclipse.ui.texteditor.quickdiff";0;0;7;0;1;1;2;5;94;3;4;21;140;0;3;1;1;6;7;40;2;51;5;0;0
"146";"org.eclipse.swt.internal.motif";1;0;11;1;0;0;0;11;3784;7;4;7;5702;62;7;7;0;11;11;11;7;35;4;2;0
"147";"org.eclipse.core.internal.model";1;0;4;1;0;0;0;4;142;2;2;30;180;8;2;2;0;4;4;30;2;33;2;1;0
"148";"org.eclipse.ant.internal.core";1;0;3;1;0;0;0;3;63;1;3;9;67;39;1;0;0;3;3;9;0;35;3;1;1
"149";"org.eclipse.swt.internal.ole.win32";2;0;4;1;0;0;0;4;641;3;2;5;1011;105;3;2;0;4;4;5;2;35;2;2;0
"150";"org.eclipse.update.internal.ui";0;0;8;0;3;1;3;5;202;1;5;9;321;0;3;0;2;5;8;48;2;48;6;0;1
"151";"org.eclipse.swt.events";1;0;3;1;0;0;0;3;352;2;2;21;384;36;2;1;0;3;3;21;1;35;2;1;1
"152";"org.eclipse.jdt.internal.ui.text.template.preferences";3;0;4;2;0;0;1;3;80;2;2;35;104;56;2;1;1;4;4;35;2;42;2;3;0
"153";"org.eclipse.help.ui.internal.search";0;0;3;0;0;0;0;3;148;2;2;29;188;0;2;1;0;3;3;29;1;35;2;0;0
"154";"org.eclipse.help.internal.context";1;0;5;1;0;0;0;5;58;2;3;8;154;8;2;2;0;5;5;8;2;34;3;1;0
"155";"org.eclipse.team.internal.ui.synchronize";1;0;5;1;0;0;0;5;336;4;2;3;428;534;4;3;0;5;5;3;3;35;2;2;1
"156";"org.eclipse.jface.text.contentassist";2;1;13;1;3;3;3;10;1514;4;5;5;2469;56;4;5;0;10;13;19;5;51;8;2;0
"157";"org.eclipse.pde.internal.ui.wizards.templates";3;0;8;2;0;0;0;8;736;2;5;8;1275;143;2;3;0;8;8;8;3;41;5;3;0
"158";"org.eclipse.ui.externaltools.internal.menu";1;0;2;1;0;0;0;2;16;1;2;11;24;24;1;0;0;2;2;11;0;35;2;1;0
"159";"org.eclipse.pde.internal.ui.editor.build";1;0;7;1;0;0;0;7;540;3;5;1;877;8;3;2;0;7;7;1;2;41;5;1;0
"160";"org.eclipse.core.internal.expressions";1;0;6;1;1;1;1;5;208;2;4;10;333;48;2;1;0;5;6;10;1;51;5;1;0
"161";"org.eclipse.jdt.internal.ui.propertiesfileeditor";3;0;9;2;0;0;1;8;935;3;5;16;1859;523;3;3;1;9;9;41;4;41;5;3;1
"162";"org.eclipse.jdt.internal.ui.wizards.buildpaths.newsourcepage";3;0;7;1;0;0;0;7;2441;4;4;28;2832;714;4;3;0;7;7;28;3;42;4;4;1
"163";"org.eclipse.update.internal.scheduler.preferences";0;0;3;0;1;1;1;2;48;1;2;36;79;0;1;0;0;2;3;36;0;50;3;0;0
"164";"org.eclipse.pde.internal.ui.editor.context";1;0;6;1;0;0;0;6;280;4;2;14;335;28;4;4;0;6;6;30;4;30;2;2;0
"165";"org.eclipse.jface.util";1;0;3;1;0;0;0;3;3747;2;2;2;3891;367;2;1;0;3;3;2;1;35;2;2;1
"166";"org.eclipse.jdt.internal.compiler.impl";0;0;13;0;0;0;0;13;160;6;6;1;442;0;6;7;0;13;13;10;7;33;6;0;2
"167";"org.eclipse.ui.internal.texteditor.spelling";0;1;5;0;2;2;2;3;22;2;2;24;48;0;2;1;0;3;5;24;1;51;4;0;0
"168";"org.eclipse.swt.widgets";5;0;16;3;1;1;1;15;6023;5;8;0;23109;1468;5;7;0;15;16;0;7;52;9;8;78
"169";"org.eclipse.ui.internal.activities";1;0;3;1;0;0;0;3;5806;2;2;2;6014;423;2;1;0;3;3;2;1;35;2;3;0
"170";"org.eclipse.ui.internal.intro.impl.model.loader";0;0;14;0;0;0;5;9;575;8;7;6;1015;0;8;2;5;14;14;39;7;39;7;0;0
"171";"org.eclipse.jdt.internal.corext.dom";4;0;7;2;1;1;1;6;1642;1;6;1;2442;669;1;0;0;6;7;1;0;51;7;4;0
"172";"org.eclipse.ui.views.navigator";2;1;7;2;2;2;2;5;8719;2;3;2;9398;1022;2;2;0;5;7;2;2;51;5;3;4
"173";"org.eclipse.osgi.framework.debug";0;0;6;0;3;1;3;3;177;2;2;32;192;0;3;1;2;3;6;47;3;47;3;0;1
"174";"org.eclipse.pde.ui.internal.samples";0;0;7;0;1;1;1;6;67;2;5;8;248;0;2;1;0;6;7;8;1;47;6;0;0
"175";"org.eclipse.team.internal.ui.actions";0;0;3;0;0;0;0;3;150;1;3;17;178;0;1;0;0;3;3;17;0;41;3;0;1
"176";"org.eclipse.ui.internal.texteditor";1;0;4;1;0;0;0;4;100;1;4;13;164;44;1;0;0;4;4;13;0;42;4;2;1
"177";"org.eclipse.jface.contentassist";1;1;4;1;2;2;2;2;256;1;2;21;358;14;1;0;0;2;4;21;0;51;4;1;0
"178";"org.eclipse.ui.views";3;0;5;3;0;0;0;5;30;3;2;31;30;30;3;3;0;5;5;35;3;35;2;3;0
"179";"org.eclipse.core.internal.preferences";1;0;7;1;0;0;0;7;449;4;4;10;774;8;4;3;0;7;7;10;3;34;4;1;3
"180";"org.eclipse.team.internal.ccvs.ssh";1;0;3;1;0;0;0;3;74;2;2;8;121;57;2;1;0;3;3;8;1;35;2;1;0
"181";"org.eclipse.ui.internal.components";2;0;4;2;0;0;0;4;53;3;2;34;95;28;3;2;0;4;4;34;2;38;2;2;0
"182";"org.eclipse.jdt.internal.corext.refactoring.changes";3;0;8;2;1;1;2;6;325;2;5;1;837;121;2;1;1;7;8;1;2;51;6;3;0
