"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"162";"org.eclipse.jdt.internal.ui.wizards.buildpaths.newsourcepage";1;0;7;1;0;0;0;7;2441;0;1;28;2441;714;4;3;0;4;4;28;3;28;1;4;1
"163";"org.eclipse.update.internal.scheduler.preferences";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"164";"org.eclipse.pde.internal.ui.editor.context";0;0;6;0;0;0;0;6;204;2;2;14;259;28;2;2;0;4;4;14;2;32;2;2;0
"165";"org.eclipse.jface.util";1;0;3;1;0;0;0;3;3747;0;1;2;3747;367;2;1;0;2;2;2;1;2;1;2;1
"166";"org.eclipse.jdt.internal.compiler.impl";0;0;13;0;0;0;0;13;131;3;2;16;210;0;3;4;0;6;6;16;4;33;2;0;2
"167";"org.eclipse.ui.internal.texteditor.spelling";0;0;5;0;0;0;2;3;6;0;1;24;6;0;2;1;0;2;2;24;1;24;1;0;0
"168";"org.eclipse.swt.widgets";3;0;16;2;0;0;1;15;6023;5;4;0;13277;1468;5;7;0;11;11;0;7;22;4;8;78
"169";"org.eclipse.ui.internal.activities";1;0;3;1;0;0;0;3;5806;0;1;2;5806;423;2;1;0;2;2;2;1;2;1;3;0
"170";"org.eclipse.ui.internal.intro.impl.model.loader";0;0;14;0;5;1;5;9;430;0;1;39;575;0;5;2;4;3;8;43;6;43;2;0;0
"171";"org.eclipse.jdt.internal.corext.dom";0;0;7;0;0;0;1;6;0;0;0;-1;0;669;0;0;0;0;0;-1;0;-1;0;4;0
"172";"org.eclipse.ui.views.navigator";1;0;7;1;0;0;2;5;8719;0;1;2;8719;1022;2;1;0;2;2;2;1;2;1;3;4
"173";"org.eclipse.osgi.framework.debug";0;0;6;0;3;1;3;3;177;0;0;47;177;0;3;0;2;0;3;47;2;47;1;0;1
"174";"org.eclipse.pde.ui.internal.samples";0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"175";"org.eclipse.team.internal.ui.actions";0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;1
"176";"org.eclipse.ui.internal.texteditor";0;0;4;0;0;0;0;4;0;0;0;-1;0;44;0;0;0;0;0;-1;0;-1;0;2;1
"177";"org.eclipse.jface.contentassist";0;0;4;0;0;0;2;2;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;1;0
"178";"org.eclipse.ui.views";2;0;5;2;0;0;0;5;6;2;2;31;6;30;2;2;0;4;4;31;2;37;2;3;0
"179";"org.eclipse.core.internal.preferences";0;0;7;0;0;0;0;7;410;2;2;10;449;8;2;2;0;4;4;10;2;13;2;1;3
"180";"org.eclipse.team.internal.ccvs.ssh";1;0;3;1;0;0;0;3;47;0;1;8;47;57;2;1;0;2;2;8;1;8;1;1;0
"181";"org.eclipse.ui.internal.components";2;0;4;2;0;0;0;4;42;0;1;34;42;28;3;2;0;3;3;34;2;34;1;2;0
"182";"org.eclipse.jdt.internal.corext.refactoring.changes";2;0;8;2;0;0;2;6;325;2;2;1;370;121;2;1;1;4;4;1;2;42;2;3;0
"183";"org.eclipse.swt.internal.cairo";0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"184";"org.eclipse.pde.core.build";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"185";"org.eclipse.jdt.internal.ui.text";1;0;13;1;0;0;2;11;140;0;1;7;140;99;2;1;0;2;2;7;1;7;1;3;1
"186";"org.eclipse.ant.internal.ui.preferences";1;0;10;1;0;0;1;9;787;2;3;6;876;273;2;3;0;6;6;6;3;28;3;2;1
"187";"org.eclipse.osgi.framework.internal.protocol.reference";0;0;1;0;0;0;0;1;0;0;0;-1;0;6;0;0;0;0;0;-1;0;-1;0;1;0
"188";"org.eclipse.swt.browser";0;0;4;0;0;0;0;4;317;0;1;4;317;487;3;2;0;3;3;4;2;4;1;2;7
"189";"org.eclipse.core.launcher";0;0;18;0;4;1;6;12;1266;4;3;9;1746;0;4;4;4;8;12;40;8;45;4;0;0
"190";"org.eclipse.jdt.internal.ui.viewsupport";0;0;6;0;0;0;0;6;26;0;1;4;26;20;2;1;0;2;2;4;1;4;1;2;1
"191";"org.eclipse.jdt.internal.ui.util";0;0;5;0;0;0;1;4;20;0;1;21;20;34;2;1;0;2;2;21;1;21;1;4;0
"192";"org.eclipse.jdt.internal.corext.refactoring.sef";0;0;5;0;0;0;0;5;14;0;1;41;14;0;2;1;0;2;2;41;1;41;1;0;0
"193";"org.eclipse.osgi.framework.adaptor";1;0;7;1;0;0;1;6;163;0;1;29;163;114;5;4;0;5;5;29;4;29;1;2;0
"194";"org.eclipse.ant.core";0;0;4;0;0;0;0;4;0;0;0;-1;0;9;0;0;0;0;0;-1;0;-1;0;1;1
"195";"org.eclipse.jdt.core.dom.rewrite";0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"196";"org.eclipse.osgi.framework.internal.reliablefile";0;0;3;0;0;0;1;2;16;0;1;34;16;0;2;1;0;2;2;34;1;34;1;0;1
"197";"org.eclipse.core.internal.registry";2;0;8;1;0;0;0;8;215;2;3;6;346;1025;2;3;0;6;6;6;3;39;3;3;0
"198";"org.eclipse.jface.text.source";0;0;9;0;0;0;2;7;11;0;1;5;11;206;2;1;0;2;2;5;1;5;1;3;0
"199";"org.eclipse.pde.internal.ui.properties";0;0;4;0;0;0;0;4;18;0;1;41;18;0;2;1;0;2;2;41;1;41;1;0;0
"200";"org.eclipse.ant.internal.ui.debug";1;0;4;1;0;0;0;4;6;0;1;20;6;18;2;1;0;2;2;20;1;20;1;1;0
"201";"org.eclipse.jdt.internal.ui.search";0;0;6;0;0;0;0;6;25;0;1;3;25;122;2;1;0;2;2;3;1;3;1;4;5
"202";"org.eclipse.jdt.internal.ui.refactoring.reorg";0;0;7;0;0;0;1;6;0;0;0;-1;0;51;0;0;0;0;0;-1;0;-1;0;3;5
"203";"org.eclipse.ui.internal.browser.browsers";1;0;3;1;0;0;0;3;34;0;1;39;34;37;2;1;0;2;2;39;1;39;1;2;0
"204";"org.eclipse.swt.layout";0;0;11;0;0;0;1;10;812;3;3;2;1009;0;3;4;0;7;7;2;4;30;3;1;1
"205";"org.eclipse.pde.core";1;0;2;1;0;0;0;2;78;0;1;35;78;6;2;1;0;2;2;35;1;35;1;1;0
"206";"org.eclipse.ui.forms.editor";0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"207";"org.eclipse.jdt.internal.ui.macbundler";1;0;4;1;0;0;0;4;65;0;1;11;65;44;2;1;0;2;2;11;1;11;1;1;0
"208";"org.eclipse.swt.dnd";0;0;3;0;0;0;0;3;0;0;0;-1;0;145;0;0;0;0;0;-1;0;-1;0;1;3
"209";"org.eclipse.jdt.internal.debug.eval";0;0;2;0;0;0;0;2;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;2;0
"210";"org.eclipse.jdt.internal.corext.util";1;0;12;1;0;0;4;8;879;0;1;41;879;178;4;1;2;4;4;41;3;41;1;3;10
"211";"org.eclipse.osgi.service.resolver";2;0;6;2;0;0;2;4;1389;0;1;29;1389;81;2;1;0;2;2;29;1;29;1;3;0
"212";"org.eclipse.jface.text";0;0;9;0;0;0;2;7;432;0;1;20;432;264;2;1;0;2;2;20;1;20;1;2;0
"213";"org.eclipse.jdt.internal.corext.refactoring.typeconstraints2";3;0;12;3;0;0;0;12;749;7;2;8;1098;74;7;9;0;11;11;8;9;32;2;3;0
"214";"org.eclipse.core.runtime";0;0;4;0;0;0;1;3;12;0;1;11;12;30;2;1;0;2;2;11;1;11;1;4;0
"215";"org.eclipse.ui.internal.layout";1;0;3;1;0;0;0;3;5579;0;1;2;5579;2288;2;1;0;2;2;2;1;2;1;2;0
"216";"org.eclipse.ant.internal.ui.dtd";0;0;2;0;0;0;0;2;0;0;0;-1;0;24;0;0;0;0;0;-1;0;-1;0;1;0
"217";"org.eclipse.jdt.ui";0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;1
"218";"org.eclipse.jdt.debug.eval";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"219";"org.eclipse.jdt.internal.compiler.flow";0;0;3;0;0;0;0;3;306;0;1;22;306;0;2;1;0;2;2;22;1;22;1;0;0
"220";"org.eclipse.ui.views.framelist";2;0;6;2;0;0;0;6;1868;3;2;2;2222;120;3;3;0;5;5;35;3;35;2;3;0
"221";"org.eclipse.ui.internal.intro.impl";0;0;7;0;2;1;2;5;137;0;1;39;164;0;3;2;1;3;5;39;3;43;2;0;0
"222";"org.eclipse.ui.forms";0;0;4;0;0;0;0;4;0;0;0;-1;0;8;0;0;0;0;0;-1;0;-1;0;1;0
"223";"org.eclipse.ui.help";0;0;4;0;0;0;0;4;511;0;1;2;511;0;2;1;0;2;2;2;1;2;1;0;0
"224";"org.eclipse.pde.internal.core.ibundle";1;0;2;1;0;0;0;2;60;0;1;35;60;21;2;1;0;2;2;35;1;35;1;2;0
"225";"org.eclipse.ui.wizards.datatransfer";1;0;8;1;0;0;1;7;3632;0;1;2;3632;92;2;1;0;2;2;2;1;2;1;1;2
"226";"org.eclipse.jdt.junit.wizards";0;4;11;0;7;2;7;4;277;2;2;39;362;0;4;2;5;4;11;49;7;49;4;0;3
"227";"org.eclipse.jdt.internal.junit.runner";2;0;5;2;0;0;1;4;17;0;1;24;17;34;3;2;0;3;3;24;2;24;1;3;0
"228";"org.eclipse.search2.internal.ui.basic.views";0;0;4;0;0;0;1;3;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;3;0
"229";"org.eclipse.jdt.internal.corext";0;0;4;0;0;0;1;3;5;0;1;10;5;0;2;1;0;2;2;10;1;10;1;0;0
"230";"org.eclipse.ui.internal.ide.registry";1;0;5;1;0;0;2;3;3198;0;1;2;3198;238;2;1;0;2;2;2;1;2;1;2;0
"231";"org.eclipse.ui.keys";1;0;4;1;0;0;0;4;2915;0;1;2;2915;81;2;1;0;2;2;2;1;2;1;1;0
"232";"org.eclipse.core.runtime.content";0;0;5;0;0;0;0;5;70;0;1;33;70;0;2;1;0;2;2;33;1;33;1;1;0
"233";"org.eclipse.jdt.launching.sourcelookup";1;0;4;1;0;0;0;4;10;0;1;33;10;20;2;1;0;2;2;33;1;33;1;3;0
"234";"org.eclipse.jdt.core.formatter";0;0;2;0;0;0;0;2;0;0;0;-1;0;33;0;0;0;0;0;-1;0;-1;0;1;1
"235";"org.eclipse.jdt.internal.debug.ui.launcher";0;0;4;0;0;0;0;4;37;0;1;1;37;29;2;1;0;2;2;1;1;1;1;2;0
"236";"org.eclipse.core.variables";0;0;2;0;0;0;0;2;0;0;0;-1;0;21;0;0;0;0;0;-1;0;-1;0;2;0
"237";"org.eclipse.jdt.internal.ui.refactoring.nls";1;0;6;1;0;0;2;4;330;2;2;2;625;18;2;1;1;4;4;2;2;42;2;3;0
"238";"org.eclipse.ui.texteditor";0;0;10;0;0;0;1;9;29;0;1;1;29;1096;2;1;0;2;2;1;1;1;1;3;5
"239";"org.eclipse.ui.internal.wizards.preferences";1;2;5;1;4;2;5;0;73;0;0;44;73;77;2;0;2;0;4;44;2;49;2;2;1
"240";"org.eclipse.team.internal.ccvs.core.connection";1;0;4;1;0;0;0;4;20;0;1;8;20;28;2;1;0;2;2;8;1;8;1;1;1
"241";"org.eclipse.pde.internal.runtime";0;0;4;0;0;0;0;4;102;0;1;14;102;0;2;1;0;2;2;14;1;14;1;0;4
"242";"org.eclipse.jdt.internal.corext.refactoring.typeconstraints.types";1;0;6;1;0;0;1;5;518;0;1;30;518;59;3;2;0;3;3;30;2;30;1;2;0
"243";"org.eclipse.ui.internal.dialogs";1;0;4;1;0;0;0;4;20623;0;1;2;20623;1026;2;1;0;2;2;2;1;2;1;5;20
"244";"org.eclipse.jdt.internal.codeassist.impl";0;0;15;0;0;0;2;13;189;5;4;11;258;0;5;6;1;11;11;14;7;42;4;0;2
"245";"org.eclipse.jdt.internal.ui.text.javadoc";3;0;6;2;0;0;1;5;474;2;2;18;492;254;2;1;1;4;4;18;2;42;2;5;0
"246";"org.osgi.service.condpermadmin";1;0;6;1;3;1;3;3;356;0;1;30;437;96;3;2;2;3;6;30;4;46;2;1;8
"247";"org.eclipse.update.internal.ui.preferences";0;0;6;0;0;0;1;5;57;0;1;41;57;0;3;1;1;3;3;41;2;41;1;0;0
"248";"org.eclipse.pde.internal.core.isite";0;0;3;0;0;0;0;3;0;0;0;-1;0;12;0;0;0;0;0;-1;0;-1;0;2;0
"249";"org.eclipse.ui.internal.cheatsheets.data";0;0;3;0;0;0;0;3;13;0;1;25;13;24;2;1;0;2;2;25;1;25;1;1;0
"250";"org.eclipse.debug.ui.console";0;0;6;0;0;0;0;6;27;0;1;9;27;0;2;1;0;2;2;9;1;9;1;0;0
"251";"org.eclipse.core.internal.content";2;0;17;2;0;0;6;11;1613;7;5;2;3637;225;7;5;5;15;15;41;10;41;5;2;0
"252";"org.eclipse.jdt.internal.core";1;0;6;1;0;0;0;6;1169;2;2;1;2168;196;2;2;0;4;4;1;2;9;2;4;24
"253";"org.eclipse.pde.internal.ui.wizards";0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"254";"org.eclipse.jdt.internal.compiler.ast";1;0;11;1;0;0;2;9;3984;2;2;1;5152;75;2;2;0;4;4;1;2;21;2;4;90
"255";"org.eclipse.ui.internal.ide.dialogs";2;0;6;2;0;0;1;5;21586;2;2;1;23010;2221;2;2;0;4;4;1;2;35;2;3;5
"256";"org.eclipse.debug.internal.ui.stringsubstitution";1;0;3;1;0;0;0;3;24;0;1;6;24;75;2;1;0;2;2;6;1;6;1;2;0
"257";"org.eclipse.jdt.ui.actions";0;0;6;0;0;0;0;6;0;0;0;-1;0;42;0;0;0;0;0;-1;0;-1;0;4;3
"258";"org.eclipse.help.internal.webapp.data";1;0;5;1;0;0;1;4;54;0;1;1;54;205;2;1;0;2;2;1;1;1;1;2;0
"259";"org.eclipse.pde.internal.core.product";1;0;5;1;0;0;0;5;825;0;1;29;825;36;4;3;0;4;4;29;3;29;1;2;0
"260";"org.eclipse.swt.internal.accessibility.gtk";0;0;4;0;0;0;0;4;280;0;1;19;280;0;2;1;0;2;2;19;1;19;1;0;0
"261";"org.eclipse.pde.internal.ui.wizards.exports";0;0;9;0;0;0;2;7;768;2;3;34;1202;0;2;3;0;6;6;34;3;40;3;0;0
"262";"org.eclipse.jdt.internal.debug.ui.display";0;0;8;0;0;0;1;7;121;2;2;17;175;0;2;2;0;4;4;17;2;34;2;0;0
"263";"com.sun.jdi.request";1;0;4;1;0;0;0;4;12;0;1;6;12;12;2;1;0;2;2;6;1;6;1;2;0
"264";"org.eclipse.team.internal.ccvs.core.client.listeners";0;0;5;0;0;0;0;5;0;0;0;-1;0;6;0;0;0;0;0;-1;0;-1;0;1;0
"265";"org.eclipse.jdt.debug.ui";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"266";"org.eclipse.osgi.framework.internal.core";1;0;8;1;0;0;1;7;881;0;1;31;881;178;2;1;0;2;2;31;1;31;1;4;38
"267";"org.eclipse.osgi.framework.log";0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"268";"org.eclipse.jdt.internal.corext.refactoring.code";0;0;6;0;0;0;0;6;1025;2;2;1;1034;0;2;2;0;4;4;1;2;34;2;0;6
"269";"org.eclipse.platform.internal";0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"270";"org.eclipse.ant.internal.ui.antsupport.logger.util";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"271";"org.eclipse.ui.internal.texteditor.quickdiff";3;0;11;2;0;0;2;9;605;2;3;18;1078;322;2;2;1;6;6;18;3;42;3;3;1
"272";"org.eclipse.ant.internal.ui.dtd.schema";0;0;4;0;0;0;0;4;0;0;0;-1;0;36;0;0;0;0;0;-1;0;-1;0;1;0
"273";"org.eclipse.jdt.debug.ui.launchConfigurations";0;0;6;0;0;0;0;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"274";"org.eclipse.jdi.internal";1;0;5;1;0;0;0;5;52;0;1;1;52;194;2;1;0;2;2;1;1;1;1;4;1
"275";"org.eclipse.core.commands.common";0;0;6;0;0;0;0;6;61;3;2;30;77;0;3;3;0;5;5;30;3;35;2;0;1
"276";"org.eclipse.ui.views.contentoutline";0;0;7;0;0;0;0;7;572;3;2;2;601;0;3;3;0;5;5;35;3;35;2;0;0
"277";"org.eclipse.pde.internal.core.site";0;0;5;0;0;0;0;5;10;0;1;15;10;10;2;1;0;2;2;15;1;15;1;2;0
"278";"org.eclipse.jdt.internal.core.search.matching";1;0;11;1;0;0;0;11;1333;2;2;1;1423;2107;2;2;0;4;4;1;2;29;2;7;6
"279";"org.eclipse.jdt.internal.debug.ui";0;0;7;0;0;0;0;7;166;0;1;1;166;388;2;1;0;2;2;1;1;1;1;5;9
"280";"org.eclipse.jdt.internal.ui";0;0;9;0;0;0;1;8;7;0;1;8;7;32;2;1;0;2;2;8;1;8;1;4;4
"281";"org.eclipse.pde.internal";0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;2
"282";"org.eclipse.pde.internal.ui.editor.site";2;0;8;1;0;0;0;8;2038;2;2;25;2265;100;2;2;0;4;4;25;2;41;2;2;0
"283";"org.eclipse.ui.progress";1;0;4;1;0;0;0;4;1463;0;1;2;1463;68;3;2;0;3;3;2;2;2;1;2;0
"284";"org.eclipse.text.edits";2;0;7;2;0;0;2;5;235;0;1;15;235;178;3;2;0;3;3;15;2;15;1;2;0
"285";"org.eclipse.ant.internal.ui.model";1;0;13;1;0;0;1;12;3114;6;2;14;3170;133;6;6;0;8;8;14;6;27;2;2;2
"286";"org.eclipse.ui.internal.intro.impl.util";0;0;9;0;0;0;3;6;200;0;1;39;200;0;2;1;0;2;2;39;1;39;1;0;0
"287";"org.eclipse.jdt.internal.ui.dialogs";0;0;10;0;0;0;0;10;1184;3;2;3;1204;352;3;3;0;5;5;29;3;29;2;3;4
"288";"org.eclipse.ant.internal.ui.editor.text";0;0;5;0;0;0;1;4;0;0;0;-1;0;65;0;0;0;0;0;-1;0;-1;0;1;3
"289";"org.eclipse.ant.internal.ui.dtd.util";0;0;2;0;0;0;0;2;56;0;1;35;56;0;2;1;0;2;2;35;1;35;1;0;1
"290";"org.eclipse.ui.internal.cheatsheets.views";0;0;4;0;2;1;2;2;440;0;0;44;440;8;2;0;1;0;2;44;1;44;1;1;0
"291";"org.eclipse.pde.internal.ui.wizards.imports";1;0;17;1;4;1;5;12;1685;3;3;7;1947;322;4;5;3;8;12;43;8;43;4;1;0
"292";"org.eclipse.ui.part";1;0;4;1;0;0;0;4;10820;0;1;2;10820;763;2;1;0;2;2;2;1;2;1;2;1
"293";"org.osgi.service.packageadmin";0;0;4;0;0;0;1;3;866;0;1;29;866;0;3;2;0;3;3;29;2;29;1;0;3
"294";"org.eclipse.help.internal.base.util";0;0;4;0;0;0;0;4;20;0;1;8;20;0;2;1;0;2;2;8;1;8;1;0;0
"295";"org.eclipse.core.internal.utils";0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;2
"296";"org.eclipse.pde.internal.core.build";0;0;5;0;0;0;0;5;273;0;1;16;273;0;2;1;0;2;2;16;1;16;1;0;0
"297";"org.eclipse.pde.internal.ui.elements";0;0;2;0;0;0;0;2;62;0;1;35;62;0;2;1;0;2;2;35;1;35;1;0;0
"298";"org.eclipse.jface.preference";2;0;4;2;0;0;0;4;14724;0;1;1;14724;812;3;2;0;3;3;1;2;1;1;2;1
"299";"org.eclipse.jdt.launching";0;0;5;0;0;0;0;5;0;0;0;-1;0;13;0;0;0;0;0;-1;0;-1;0;4;2
"300";"org.eclipse.ant.internal.ui.launchConfigurations";0;0;6;0;0;0;0;6;0;0;0;-1;0;152;0;0;0;0;0;-1;0;-1;0;3;10
"301";"org.eclipse.core.expressions";1;0;2;1;0;0;0;2;72;0;1;35;72;23;2;1;0;2;2;35;1;35;1;3;0
"302";"org.eclipse.help.internal.protocols";0;0;6;0;2;1;2;4;8;0;0;43;8;0;2;0;1;0;2;43;1;43;1;0;0
"303";"org.eclipse.jdt.ui.wizards";3;0;7;3;0;0;1;6;134;0;1;31;134;183;2;1;0;2;2;31;1;31;1;5;3
"304";"org.eclipse.jdt.internal.corext.refactoring.rename";0;0;12;0;0;0;1;11;180;0;1;18;180;0;4;3;0;4;4;18;3;18;1;0;2
"305";"org.eclipse.core.internal.dtree";2;0;6;2;0;0;0;6;138;2;2;29;201;161;2;2;0;4;4;29;2;33;2;2;0
"306";"org.eclipse.jdt.internal.ui.preferences.formatter";1;0;8;1;0;0;1;7;2991;2;3;11;3729;12;2;3;0;6;6;11;3;41;3;2;1
"307";"org.eclipse.core.internal.variables";0;0;4;0;0;0;0;4;0;0;0;-1;0;16;0;0;0;0;0;-1;0;-1;0;1;0
"308";"org.eclipse.jface.wizard";1;0;4;1;0;0;0;4;4848;0;1;2;4848;524;2;1;0;2;2;2;1;2;1;1;0
"309";"org.eclipse.pde.internal.runtime.logview";1;0;7;1;0;0;0;7;1396;0;1;34;1396;20;2;1;0;2;2;34;1;34;1;1;0
"310";"org.eclipse.ant.internal.core.ant";0;0;12;0;0;0;1;11;105;2;3;19;151;14;2;3;0;6;6;19;3;32;3;1;0
"311";"org.eclipse.ant.internal.ui";1;0;6;1;0;0;0;6;70;2;2;14;73;28;2;2;0;4;4;14;2;18;2;1;3
"312";"org.eclipse.jdt.internal.ui.refactoring.code";0;0;8;0;0;0;1;7;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"313";"org.eclipse.swt.internal.image";0;0;4;0;0;0;0;4;44;0;1;14;44;40;2;1;0;2;2;14;1;14;1;1;1
"314";"org.eclipse.debug.internal.ui.views.console";1;0;7;1;0;0;1;6;869;0;1;9;869;56;3;2;0;3;3;9;2;9;1;3;1
"315";"org.eclipse.core.boot";0;0;2;0;0;0;0;2;16;0;1;34;16;0;2;1;0;2;2;34;1;34;1;0;0
"316";"org.eclipse.ui.preferences";0;0;7;0;0;0;0;7;634;0;1;12;634;12;4;3;0;4;4;12;3;12;1;3;1
"317";"org.eclipse.ant.internal.ui.editor.utils";0;0;14;0;2;1;4;10;96;0;1;38;125;0;2;1;1;2;4;38;2;44;2;0;0
"318";"org.eclipse.ant.internal.ui.console";0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"319";"org.eclipse.update.operations";1;0;2;1;0;0;0;2;92;0;1;36;92;16;2;1;0;2;2;36;1;36;1;1;0
"320";"org.eclipse.ui.internal.application";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"321";"org.osgi.util.tracker";0;0;5;0;0;0;1;4;2306;0;1;29;2306;0;3;2;0;3;3;29;2;29;1;0;0
"322";"org.eclipse.pde.internal.ui.search";1;0;3;1;0;0;0;3;366;0;1;19;366;71;2;1;0;2;2;19;1;19;1;2;0
"323";"org.eclipse.jdt.internal.ui.refactoring";1;0;9;1;0;0;1;8;946;3;2;2;1055;31;3;2;1;5;5;2;3;42;2;3;1
"324";"org.eclipse.jdt.internal.ui.callhierarchy";0;0;5;0;0;0;0;5;0;0;0;-1;0;82;0;0;0;0;0;-1;0;-1;0;3;1
"325";"org.eclipse.jdt.internal.ui.wizards";0;0;6;0;0;0;1;5;0;0;0;-1;0;16;0;0;0;0;0;-1;0;-1;0;3;14
"326";"org.eclipse.jface.text.hyperlink";0;0;7;0;0;0;2;5;66;0;1;22;66;0;3;2;0;3;3;22;2;22;1;0;0
"327";"org.eclipse.ui.internal.editorsupport.win32";0;0;5;0;0;0;1;4;1367;0;1;1;1367;0;2;1;0;2;2;1;1;1;1;0;1
"328";"org.eclipse.jdt.internal.ui.actions";0;0;9;0;0;0;2;7;0;0;0;-1;0;55;0;0;0;0;0;-1;0;-1;0;4;4
"329";"org.eclipse.core.internal.properties";0;0;5;0;0;0;0;5;0;0;1;23;0;10;2;1;0;2;2;23;1;23;1;2;0
"330";"org.eclipse.update.internal.ui.properties";0;0;3;0;0;0;0;3;0;0;0;-1;0;20;0;0;0;0;0;-1;0;-1;0;1;0
"331";"org.eclipse.update.internal.scheduler";0;0;6;0;0;0;0;6;117;0;1;33;117;20;2;1;0;2;2;33;1;33;1;1;0
"332";"org.eclipse.ltk.internal.ui.refactoring.util";0;0;2;0;0;0;0;2;16;0;1;35;16;0;2;1;0;2;2;35;1;35;1;0;0
"333";"org.eclipse.jdt.internal.corext.callhierarchy";0;0;7;0;0;0;2;5;0;0;0;-1;0;24;0;0;0;0;0;-1;0;-1;0;3;0
"334";"org.eclipse.pde.ui.templates";0;0;4;0;0;0;0;4;45;0;1;14;45;0;2;1;0;2;2;14;1;14;1;0;0
"335";"org.eclipse.pde.internal.ui.wizards.extension";0;0;7;0;0;0;0;7;221;0;1;30;221;0;2;1;0;2;2;30;1;30;1;0;0
"336";"org.eclipse.jdt.internal.ui.javadocexport";0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;1
"337";"org.eclipse.jdt.internal.corext.refactoring.nls.changes";0;0;7;0;0;0;2;5;65;0;1;42;65;0;2;0;1;2;2;42;1;42;1;0;0
"338";"org.eclipse.compare.rangedifferencer";0;0;3;0;0;0;0;3;22;0;1;23;22;0;2;1;0;2;2;23;1;23;1;0;0
"339";"org.eclipse.ui.cheatsheets";0;0;3;0;0;0;0;3;11;0;1;25;11;8;2;1;0;2;2;25;1;25;1;1;0
"340";"org.eclipse.search.internal.core.text";1;0;6;1;0;0;0;6;222;0;1;41;222;94;2;1;0;2;2;41;1;41;1;3;1
"341";"org.eclipse.jdt.internal.ui.dnd";0;0;5;0;0;0;1;4;328;0;1;24;328;0;2;1;0;2;2;24;1;24;1;0;0
"342";"org.eclipse.update.internal.configurator.branding";0;0;4;0;0;0;0;4;31;0;1;41;31;0;2;1;0;2;2;41;1;41;1;0;0
"343";"org.eclipse.ui.internal.intro.impl.model";2;0;17;2;8;1;8;9;1417;3;2;9;2478;417;8;3;7;5;13;43;10;43;3;2;0
"344";"org.eclipse.help.ui.internal.browser.embedded";0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
"345";"org.eclipse.pde.internal.ui.wizards.plugin";0;0;7;0;0;0;0;7;2901;3;2;1;2907;136;3;3;0;5;5;10;3;10;2;1;0
"346";"org.eclipse.team.ui";0;0;9;0;0;0;2;7;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
