filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.jdt.internal.core.util;2;2;22;1;12;8;12;10;1923;5;5;455;4929;35;5;5;4;10;22;3629;9;4520;13;2;
org.eclipse.pde.internal.ui.view;1;0;2;1;0;0;0;2;0;0;1;3579;0;3;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.debug.ui.actions;0;0;5;0;1;1;1;4;10;1;4;2397;22;0;1;0;0;4;5;2397;0;4374;5;0;
org.eclipse.pde.internal.ui.editor.schema;1;0;3;1;0;0;0;3;48;2;2;3579;48;2;2;1;0;3;3;3579;1;3591;2;1;
org.eclipse.pde.internal.runtime.registry;0;0;3;0;1;1;1;2;117;0;1;1434;117;0;2;1;0;2;3;1434;1;4369;2;0;
org.eclipse.help.internal;0;0;7;0;0;0;0;7;137;2;6;1420;207;0;2;1;0;7;7;3048;1;3609;6;0;
org.eclipse.help.ui.internal.browser.hpux;0;1;2;0;2;2;2;0;2;0;0;4209;2;0;1;0;0;0;2;4209;0;4439;2;0;
org.eclipse.jdt.core.jdom;2;0;6;1;2;1;2;4;1631;2;3;455;1969;154;2;1;1;4;6;455;2;4058;4;2;
org.eclipse.jdt.internal.ui.wizards.dialogfields;0;0;10;0;1;1;1;9;542;2;8;15;1327;0;2;1;0;9;10;15;1;4426;9;0;
org.eclipse.jdt.internal.ui.refactoring.sef;0;3;15;0;5;3;5;10;64;2;9;1453;268;0;3;1;2;10;15;4396;3;4421;12;0;
org.eclipse.core.internal.boot;2;0;9;1;1;1;1;8;9452;2;7;12;11042;212;2;1;0;8;9;12;1;4214;8;2;
org.eclipse.help.internal.search;3;2;13;2;3;2;3;10;462;3;8;2318;1039;749;3;2;1;10;13;2318;3;4433;10;3;
org.eclipse.team.internal.ccvs.ui.merge;0;1;13;0;3;3;3;10;220;2;8;2641;391;0;2;2;0;10;13;2641;2;4829;11;0;
org.eclipse.jface.operation;2;0;3;1;0;0;0;3;15;2;2;257;15;10;2;1;0;3;3;257;1;457;2;2;
org.eclipse.update.internal.ui.security;0;0;9;0;1;1;1;8;562;2;6;3122;897;0;2;2;0;8;9;3122;2;4430;7;0;
org.eclipse.jdt.internal.core.index;2;1;6;1;2;2;2;4;105;2;3;455;131;17;2;1;0;4;6;455;1;4063;5;2;
org.eclipse.team.internal.ui;1;1;12;1;3;3;3;9;65;2;8;1978;173;366;2;1;0;9;12;1978;1;4164;11;2;
org.eclipse.jdt.internal.core.jdom;0;3;15;0;5;3;5;10;8746;2;8;455;9194;0;3;2;2;10;15;3959;4;4063;11;0;
org.eclipse.search.internal.ui.text;0;0;16;0;0;0;0;16;47;2;14;15;288;0;2;2;0;16;16;15;2;1272;14;0;
org.eclipse.swt.custom;3;0;11;2;1;1;1;10;3290;3;7;106;6388;2777;3;3;0;10;11;2876;3;4701;8;10;
org.eclipse.jdt.internal.ui.text.correction;1;0;10;1;2;1;2;8;332;2;6;3306;1099;6;2;2;1;8;10;3306;3;4452;7;1;
org.eclipse.team.internal.core;1;0;3;1;1;1;1;2;2;0;1;3762;2;0;2;1;0;2;3;3762;1;4571;2;1;
org.eclipse.pde.internal.build.ant;0;0;5;0;1;1;1;4;248;2;2;3194;256;0;2;2;0;4;5;3194;2;4273;3;0;
org.eclipse.debug.internal.ui.preferences;0;2;3;0;3;2;3;0;90;0;0;3975;90;0;2;0;1;0;3;3975;1;4207;2;0;
org.eclipse.pde.internal.core.ischema;1;0;2;1;0;0;0;2;0;0;1;3591;0;3;2;1;0;2;2;3591;1;3591;1;1;
org.eclipse.webdav.dom;3;0;6;1;1;1;1;5;10834;2;4;12;12551;343;2;1;0;5;6;12;1;4211;5;3;
org.eclipse.team.internal.webdav.core;1;2;11;1;11;6;11;0;305;0;0;4073;835;10;2;0;5;0;11;4073;5;4362;6;2;
org.eclipse.jdt.internal.ui.filters;0;0;2;0;2;1;2;0;0;0;0;4211;0;0;2;0;1;0;2;4211;1;4211;1;0;
org.eclipse.team.internal.ccvs.ui.wizards;0;0;7;0;1;1;1;6;815;2;4;1978;1389;0;2;2;0;6;7;1978;2;3957;5;0;
org.eclipse.update.ui.forms.internal.engine;1;0;7;1;1;1;1;6;186;2;5;2745;649;0;2;1;0;6;7;2745;1;4365;6;1;
org.eclipse.jdt.internal.junit.launcher;0;2;7;0;3;2;3;4;134;2;3;3171;323;0;2;1;1;4;7;3171;2;4451;5;0;
org.eclipse.jdt.internal.corext.template.java;0;0;4;0;1;1;1;3;277;2;2;2784;443;0;2;1;0;3;4;2784;1;4186;3;0;
org.eclipse.help.ui.internal.browser.solaris;0;0;3;0;1;1;1;2;13;1;2;2429;15;0;1;0;0;2;3;2429;0;4439;3;0;
org.eclipse.ui.internal.misc;2;0;6;1;0;0;0;6;201;2;4;257;238;246;2;2;0;6;6;257;2;2674;4;4;
org.eclipse.jdt.internal.compiler.env;0;0;4;0;1;1;1;3;211;2;2;455;306;0;2;1;0;3;4;455;1;4062;3;0;
org.eclipse.jdt.internal.corext.refactoring.structure;1;0;10;1;0;0;0;10;178;2;8;2270;614;0;2;2;0;10;10;2270;2;3569;8;1;
org.eclipse.jdt.internal.compiler.lookup;0;0;5;0;1;1;1;4;15899;2;3;455;16736;0;2;1;0;4;5;455;1;4062;4;0;
org.eclipse.swt.internal.win32;2;0;3;1;1;1;1;2;390;0;1;2069;390;69;2;1;0;2;3;2069;1;4701;2;2;
org.eclipse.help.ui.internal.browser.win32;0;0;2;0;2;1;2;0;0;0;0;4427;0;0;2;0;1;0;2;4427;1;4427;1;0;
org.eclipse.ui;2;1;12;1;2;2;2;10;326;2;8;257;741;321;2;2;0;10;12;257;2;4043;10;8;
org.eclipse.jdt.internal.compiler.util;0;0;13;0;1;1;1;12;1978;4;7;455;2313;0;4;5;0;12;13;1039;5;4062;8;0;
org.eclipse.team.internal.ccvs.core.resources;0;1;41;0;2;2;2;39;2070;5;28;1978;6166;0;5;11;0;39;41;2032;11;4569;30;0;
org.eclipse.jdt.internal.corext.refactoring.util;0;0;11;0;0;0;0;11;37;2;9;1939;79;0;2;2;0;11;11;2928;2;3504;9;0;
org.eclipse.webdav.http.client;2;0;8;1;1;1;1;7;7180;2;6;12;8899;92;2;1;0;7;8;12;1;4211;7;2;
org.eclipse.update.internal.model;1;0;4;1;1;1;1;3;133;0;1;3027;137;205;3;2;0;3;4;3027;2;4615;2;1;
org.eclipse.jdt.internal.ui.typehierarchy;0;2;32;0;8;7;8;24;423;2;20;15;2992;0;2;4;1;24;32;15;5;4361;27;0;
org.eclipse.jdt.internal.junit.ui;1;0;2;1;0;0;0;2;0;0;1;3171;0;0;2;1;0;2;2;3171;1;3171;1;1;
org.eclipse.jdt.internal.compiler.problem;0;0;4;0;1;1;1;3;5674;2;2;455;5835;0;2;1;0;3;4;455;1;4062;3;0;
org.eclipse.pde.internal.builders;0;0;4;0;1;1;1;3;455;2;2;3631;470;0;2;1;0;3;4;3631;1;4733;3;0;
org.eclipse.jdi.internal.connect;0;0;8;0;1;1;1;7;194;2;5;187;488;0;2;2;0;7;8;187;2;4423;6;0;
org.eclipse.ui.internal;2;0;3;1;0;0;0;3;2663;2;2;257;2663;1222;2;1;0;3;3;257;1;457;2;9;
org.eclipse.team.internal.ccvs.core.util;2;0;7;1;1;1;1;6;564;2;5;1978;821;264;2;1;0;6;7;1978;1;3920;6;2;
org.eclipse.ui.editors.text;3;0;4;1;0;0;0;4;360;2;3;257;548;943;2;1;0;4;4;257;1;1066;3;4;
org.eclipse.webdav;2;0;5;1;1;1;1;4;4004;2;3;1635;6130;147;2;1;0;4;5;1635;1;4211;4;2;
org.eclipse.help.ui.internal.browser.aix;2;0;3;1;1;1;1;2;13;1;2;2429;15;15;1;0;0;2;3;2429;0;4439;3;2;
org.eclipse.team.internal.ui.sync;0;0;6;0;2;1;2;4;1017;2;2;2054;1459;0;2;2;1;4;6;2054;3;4005;3;0;
org.eclipse.ui.wizards.newresource;2;0;12;1;1;1;1;11;96;2;10;257;269;74;2;1;0;11;12;257;1;4429;11;3;
org.eclipse.jdt.internal.corext.refactoring.nls;0;0;3;0;0;0;0;3;14;2;2;1939;14;0;2;1;0;3;3;1939;1;2137;2;0;
org.eclipse.pde.internal.ui.editor;0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.jface.action;2;0;3;1;0;0;0;3;169;2;2;257;169;103;2;1;0;3;3;257;1;457;2;5;
org.eclipse.jdi.internal.spy;0;0;4;0;0;0;0;4;24;2;3;187;43;0;2;1;0;4;4;187;1;3040;3;1;
org.eclipse.pde.internal.core.ifeature;0;0;2;0;0;0;0;2;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;0;
org.eclipse.jdt.internal.ui.packageview;0;0;6;0;1;1;1;5;172;2;4;15;369;0;2;1;0;5;6;15;1;4160;5;0;
org.eclipse.team.internal.core.streams;1;0;2;1;2;1;2;0;0;0;0;4169;0;0;2;0;1;0;2;4169;1;4169;1;1;
org.eclipse.jdt.internal.compiler;2;0;18;1;1;1;1;17;38826;4;10;455;65771;34;4;7;0;17;18;868;7;4062;11;2;
org.eclipse.help.standalone;0;0;3;0;1;1;1;2;196;1;2;3270;198;0;1;0;0;2;3;3270;0;4427;3;0;
org.eclipse.jdt.internal.codeassist;0;0;11;0;1;1;1;10;13872;4;6;455;21032;0;4;4;0;10;11;1039;4;4062;7;0;
org.eclipse.swt.internal.carbon;0;2;4;0;4;3;4;0;109;0;0;4147;145;0;2;0;1;0;4;4147;1;4701;3;0;
org.eclipse.jdt.internal.corext.template;1;0;3;1;0;0;0;3;9;2;2;2784;9;0;2;1;0;3;3;2784;1;2932;2;1;
org.eclipse.jdt.internal.compiler.batch;0;0;19;0;1;1;1;18;1139;4;11;455;2342;0;4;7;0;18;19;1039;7;4061;12;0;
org.eclipse.webdav.internal.kernel;2;0;6;1;1;1;1;5;9444;2;4;12;15488;415;2;1;0;5;6;12;1;4211;5;2;
org.eclipse.core.resources;2;0;8;1;1;1;1;7;495;2;6;12;825;179;2;1;0;7;8;12;1;4214;7;2;
org.eclipse.update.internal.ui.model;1;0;3;1;0;0;0;3;41;2;2;2797;41;16;2;1;0;3;3;2797;1;2994;2;1;
org.eclipse.debug.internal.ui.views.breakpoints;0;2;4;0;4;3;4;0;278;0;0;3975;291;0;2;0;1;0;4;3975;1;4423;3;0;
com.sun.jdi;2;0;3;1;0;0;0;3;600;2;2;2704;600;103;2;1;0;3;3;2704;1;3033;2;2;
org.eclipse.core.runtime.model;0;0;6;0;1;1;1;5;3726;2;4;12;4468;0;2;1;0;5;6;12;1;4214;5;0;
org.eclipse.swt.internal.motif;2;0;3;1;1;1;1;2;186;0;1;2069;186;36;2;1;0;2;3;2069;1;4701;2;2;
org.eclipse.pde.ui;0;0;3;0;1;1;1;2;97;0;1;3579;97;0;2;1;0;2;3;3579;1;4752;2;0;
org.eclipse.help.internal.toc;1;0;3;1;0;0;0;3;14;2;2;1857;14;38;2;1;0;3;3;1857;1;3609;2;2;
org.eclipse.ant.internal.core;0;2;12;0;4;3;4;8;508;3;5;3365;894;0;3;3;1;8;12;3489;4;4404;8;0;
org.eclipse.swt.internal.ole.win32;2;0;4;1;1;1;1;3;294;1;3;106;298;24;1;0;0;3;4;106;0;4701;4;2;
org.eclipse.tomcat.internal;0;0;4;0;1;1;1;3;36;2;2;3285;40;0;2;1;0;3;4;3285;1;4435;3;0;
org.eclipse.core.resources.ant;2;0;5;1;1;1;1;4;51;2;3;3509;126;109;2;1;0;4;5;3509;1;4214;4;2;
org.eclipse.team.internal.ftp.target;0;4;10;0;10;6;10;0;197;0;0;4241;583;0;4;0;4;0;10;4241;4;4636;6;0;
org.eclipse.update.internal.ui;0;1;31;0;10;10;10;21;163;2;20;1428;521;0;2;1;0;21;31;2172;1;4772;30;0;
org.eclipse.swt.events;2;0;4;1;1;1;1;3;246;2;2;106;427;58;2;1;0;3;4;106;1;4701;3;4;
org.eclipse.ui.model;0;0;3;0;0;0;0;3;86;2;2;257;86;0;2;1;0;3;3;257;1;457;2;0;
org.eclipse.help.ui.internal.browser.linux;0;0;3;0;1;1;1;2;17;1;2;2429;21;0;1;0;0;2;3;2429;0;4439;3;0;
org.eclipse.help.internal.context;0;0;10;0;0;0;0;10;150;1;10;1675;347;0;1;0;0;10;10;1675;0;3609;10;0;
org.eclipse.jdt.internal.core.eval;0;2;10;0;3;2;3;7;610;2;6;455;808;0;2;1;1;7;10;455;2;4063;8;0;
org.eclipse.help.ui.internal.search;0;0;7;0;1;1;1;6;313;2;4;2429;337;0;2;2;0;6;7;2429;2;4439;5;0;
org.eclipse.jdi.hcr;0;0;3;0;0;0;0;3;60;2;2;187;60;0;2;1;0;3;3;187;1;366;2;0;
org.eclipse.debug.internal.ui.views;0;0;11;0;1;1;1;10;62;1;10;2328;130;0;1;0;0;10;11;2328;0;3975;11;0;
org.eclipse.jdt.internal.core.search.processing;0;0;7;0;1;1;1;6;33;1;6;455;86;0;1;0;0;6;7;455;0;4063;7;0;
org.eclipse.jface.text.contentassist;3;0;4;1;0;0;0;4;1437;2;3;257;1502;73;2;1;0;4;4;257;1;1066;3;4;
org.eclipse.team.internal.ftp;0;1;3;0;3;3;3;0;11;0;0;4169;15;0;1;0;0;0;3;4169;0;4327;3;0;
org.eclipse.pde.internal.ui.wizards.templates;1;0;3;1;0;0;0;3;408;2;2;3579;408;17;2;1;0;3;3;3579;1;3840;2;1;
org.eclipse.pde.internal.ui.util;1;0;2;1;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.jdt.internal.corext.refactoring.code.flow;1;0;4;1;0;0;0;4;1501;2;3;1939;1946;33;2;1;0;4;4;1939;1;3106;3;1;
org.eclipse.pde.internal.ui.editor.build;0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;
org.eclipse.pde.internal.ui.codegen;0;0;3;0;0;0;0;3;2;2;2;3579;2;0;2;1;0;3;3;3579;1;3591;2;0;
org.eclipse.ui.internal.model;2;0;3;1;0;0;0;3;87;2;2;257;87;179;2;1;0;3;3;257;1;457;2;5;
org.eclipse.jdt.internal.debug.ui.snippeteditor;1;2;14;1;4;3;4;10;128;2;8;1915;420;0;2;2;1;10;14;1915;3;4402;11;2;
org.eclipse.core.internal.resources;2;0;12;1;1;1;1;11;22793;2;10;12;27302;369;2;1;0;11;12;12;1;4213;11;2;
org.eclipse.jface.util;2;0;4;1;0;0;0;4;196;2;3;257;216;5;2;1;0;4;4;257;1;3642;3;2;
org.eclipse.debug.internal.ui.views.expression;0;2;5;0;5;4;5;0;388;0;0;3975;405;0;2;0;1;0;5;3975;1;4327;4;0;
org.eclipse.jdt.internal.compiler.impl;2;0;13;1;1;1;1;12;5538;4;7;455;13088;150;4;5;0;12;13;1039;5;4062;8;2;
org.eclipse.swt.widgets;3;1;15;1;2;2;2;13;17450;2;12;106;22427;434;2;1;0;13;15;106;1;4701;14;9;
org.eclipse.webdav.internal.authentication;0;1;7;0;2;2;2;5;3416;2;4;12;6028;0;2;1;0;5;7;12;1;4266;6;0;
org.eclipse.jdt.internal.corext.dom;0;0;4;0;0;0;0;4;36;2;3;2876;48;0;2;1;0;4;4;2876;1;3585;3;0;
org.eclipse.ui.externaltools.internal.core;1;2;4;1;4;3;4;0;38;0;0;4090;62;98;2;0;1;0;4;4090;1;4729;3;2;
org.eclipse.ui.views.navigator;3;2;23;1;3;2;3;20;2227;2;16;257;5032;10;2;4;1;20;23;257;5;4067;18;3;
org.eclipse.jface.dialogs;2;0;5;1;0;0;0;5;97;2;4;257;122;78;2;1;0;5;5;257;1;1155;4;5;
org.eclipse.team.internal.ui.actions;0;0;2;0;2;1;2;0;0;0;0;4020;0;0;2;0;1;0;2;4020;1;4020;1;0;
org.eclipse.jdt.internal.ui.reorg;2;1;32;1;3;3;3;29;586;2;26;132;1416;118;2;3;0;29;32;1338;3;4621;29;3;
org.eclipse.team.internal.ccvs.ssh;1;0;4;1;0;0;0;4;2552;2;3;1978;3902;2456;2;1;0;4;4;1978;1;3102;3;1;
org.eclipse.core.internal.runtime;2;1;9;1;3;3;3;6;5366;2;5;12;5883;232;2;1;0;6;9;12;1;4266;8;4;
org.eclipse.update.core.model;2;0;12;1;0;0;0;12;2342;2;9;2409;3514;602;2;3;0;12;12;2409;3;3796;9;2;
org.eclipse.jface.text.rules;3;0;4;1;0;0;0;4;714;2;3;257;820;107;2;1;0;4;4;257;1;1066;3;4;
