filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.ui.views.bookmarkexplorer;0;0;7;0;0;0;5;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.pde.internal.core.schema;0;0;10;0;0;0;1;9;0;0;0;-1;0;76;0;2;0;0;0;-1;2;-1;0;2;
org.eclipse.jdt.internal.compiler.classfmt;0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jdt.internal.core.hierarchy;0;0;13;0;0;0;2;11;0;0;0;-1;0;54;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.jdt.internal.ui.text.link;0;0;4;0;0;0;1;3;0;0;0;-1;0;34;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.ui.externaltools.internal.program.launchConfigurations;0;0;11;0;0;0;2;9;227;0;1;1402;227;16;5;4;0;5;5;1402;4;1402;1;2;
org.eclipse.jdi;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.debug.ui;0;0;8;0;0;0;3;5;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.core.internal.localstore;0;0;14;0;0;0;1;13;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.ui.externaltools.internal.variable;0;0;3;0;0;0;1;2;0;0;0;-1;0;40;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.ui.externaltools.internal.ant.dtd;0;0;4;0;0;0;1;3;0;0;0;-1;0;344;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.junit.wizards;0;0;6;0;0;0;1;5;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.core.resources.team;0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.update.core;0;0;7;0;0;0;1;6;0;0;0;-1;0;265;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.ui.externaltools.internal.launchConfigurations;0;0;16;0;0;0;6;10;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.core.internal.plugins;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.core.internal.indexing;0;0;3;0;0;0;1;2;0;0;0;-1;0;16;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.compare.internal;0;0;6;0;0;0;2;4;0;0;0;-1;0;1319;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.compare.structuremergeviewer;0;0;5;0;0;0;2;3;0;0;0;-1;0;82;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.swt.ole.win32;0;0;8;0;0;0;3;5;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;
org.eclipse.jdt.core;0;0;4;0;0;0;2;2;0;0;0;-1;0;2572;0;1;0;0;0;-1;1;-1;0;5;
org.eclipse.team.internal.ccvs.core.client;0;0;8;0;0;0;2;6;0;0;0;-1;0;27;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.search.internal.ui;0;0;8;0;0;0;1;7;0;0;0;-1;0;74;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.pde.internal.ui.preferences;0;0;11;0;0;0;4;7;0;0;0;-1;0;47;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.ui.externaltools.internal.ant.editor.xml;0;0;5;0;0;0;4;1;0;0;0;-1;0;63;0;0;0;0;0;-1;0;-1;0;3;
org.eclipse.jdt.internal.ui.javaeditor.selectionactions;0;0;4;0;0;0;1;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jdt.internal.corext.dom.fragments;0;0;4;0;0;0;1;3;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.compare.contentmergeviewer;0;0;4;0;0;0;2;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.debug.eval.ast.engine;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.search.internal.ui.util;0;0;4;0;0;0;1;3;0;0;0;-1;0;262;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.pde.internal.ui.parts;0;0;4;0;0;0;1;3;0;0;0;-1;0;50;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.debug.internal.core;0;0;13;0;0;0;1;12;0;0;0;-1;0;616;0;2;0;0;0;-1;2;-1;0;3;
org.eclipse.swt.program;0;0;7;0;0;0;5;2;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;
org.eclipse.update.internal.ui.search;0;0;3;0;0;0;1;2;0;0;0;-1;0;87;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.codeassist.select;0;0;4;0;0;0;1;3;0;0;0;-1;0;534;0;1;0;0;0;-1;1;-1;0;4;
org.eclipse.help;0;0;3;0;0;0;2;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.eval;0;0;9;0;0;0;1;8;0;0;0;-1;0;350;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.jdt.internal.debug.core;0;0;9;0;0;0;1;8;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
