"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"org.eclipse.jface.text.information";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"2";"org.eclipse.team.ui";0;0;7;0;0;0;3;4;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;NA
"3";"org.eclipse.pde.internal.ui.launcher";0;0;18;0;0;0;12;6;0;0;0;-1;0;0;0;1;5;0;0;-1;6;-1;0;1;NA
"4";"org.eclipse.ui.views.bookmarkexplorer";0;0;9;0;0;0;0;9;0;0;0;-1;0;28;0;1;0;0;0;-1;1;-1;0;5;NA
"5";"org.eclipse.debug.internal.ui";0;0;32;0;0;0;1;31;0;0;0;-1;0;31;0;4;0;0;0;-1;4;-1;0;4;NA
"6";"org.eclipse.pde.internal.core.schema";0;0;4;0;0;0;1;3;0;0;0;-1;0;53;0;1;0;0;0;-1;1;-1;0;1;NA
"7";"org.eclipse.swt.internal.photon";0;0;3;0;0;0;1;2;0;0;0;-1;0;66;0;1;0;0;0;-1;1;-1;0;2;NA
"8";"org.eclipse.jdt.internal.compiler.classfmt";0;0;20;0;0;0;1;19;0;0;0;-1;0;287;0;6;0;0;0;-1;6;-1;0;2;NA
"9";"org.eclipse.jdt.internal.core.hierarchy";0;0;17;0;0;0;2;15;0;0;0;-1;0;0;0;4;0;0;0;-1;4;-1;0;0;NA
"10";"org.eclipse.jdt.internal.ui.text.link";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"11";"org.eclipse.jdt.internal.launching";0;0;21;0;0;0;11;10;0;0;0;-1;0;24;0;1;2;0;0;-1;3;-1;0;1;NA
"12";"org.eclipse.jdt.core.eval";0;0;6;0;0;0;3;3;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;NA
"13";"org.eclipse.help.ui.internal.util";0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;1;NA
"14";"org.eclipse.jdt.internal.junit.util";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"15";"org.eclipse.jdi";0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;NA
"16";"org.eclipse.jface.window";0;0;14;0;0;0;5;9;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"17";"org.eclipse.jface.text.reconciler";0;0;6;0;0;0;2;4;0;0;0;-1;0;65;0;1;0;0;0;-1;1;-1;0;3;NA
"18";"org.eclipse.debug.ui";0;0;18;0;0;0;3;15;0;0;0;-1;0;9;0;1;0;0;0;-1;1;-1;0;2;NA
"19";"org.eclipse.core.internal.localstore";0;0;15;0;0;0;1;14;0;0;0;-1;0;99;0;3;0;0;0;-1;3;-1;0;2;NA
"20";"org.eclipse.jface.text.formatter";0;0;5;0;0;0;0;5;0;0;0;-1;0;6;0;1;0;0;0;-1;1;-1;0;3;NA
"21";"org.eclipse.search.ui";0;0;4;0;0;0;0;4;0;0;0;-1;0;10;0;1;0;0;0;-1;1;-1;0;2;NA
"22";"org.eclipse.jdt.internal.ui.browsing";2;0;81;1;5;1;32;49;123;0;1;2970;231;86;5;18;12;4;9;4014;30;4014;2;3;NA
"23";"org.eclipse.jdt.internal.junit.wizards";0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"24";"org.eclipse.core.resources.team";0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;NA
"25";"org.eclipse.pde.internal.ui.editor.manifest";0;0;2;0;0;0;0;2;0;0;0;-1;0;46;0;1;0;0;0;-1;1;-1;0;1;NA
"26";"org.eclipse.team.internal.ccvs.ui";0;0;55;0;0;0;20;35;0;0;0;-1;0;347;0;8;3;0;0;-1;11;-1;0;3;NA
"27";"org.eclipse.update.core";0;0;27;0;0;0;0;27;0;0;0;-1;0;342;0;5;0;0;0;-1;5;-1;0;2;NA
"28";"org.eclipse.debug.internal.ui.views.launch";0;0;15;0;0;0;15;0;0;0;0;-1;0;0;0;0;2;0;0;-1;2;-1;0;0;NA
"29";"org.eclipse.update.internal.security";0;0;16;0;0;0;3;13;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"30";"org.eclipse.core.internal.indexing";0;0;8;0;0;0;1;7;0;0;0;-1;0;1914;0;1;0;0;0;-1;1;-1;0;4;NA
"31";"org.eclipse.core.internal.plugins";0;0;16;0;0;0;8;8;0;0;0;-1;0;106;0;1;1;0;0;-1;2;-1;0;3;NA
"32";"org.eclipse.compare.internal";0;0;4;0;0;0;0;4;0;0;0;-1;0;25;0;1;0;0;0;-1;1;-1;0;2;NA
"33";"org.eclipse.swt.ole.win32";0;0;4;0;0;0;1;3;0;0;0;-1;0;27;0;1;0;0;0;-1;1;-1;0;3;NA
