filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.ui.views.bookmarkexplorer;0;0;7;0;0;0;5;2;0;0;1;826;0;0;2;1;0;2;2;826;1;826;1;0;
org.eclipse.pde.internal.core.schema;0;0;10;0;0;0;1;9;6;0;1;115;6;76;3;2;0;3;3;115;2;115;1;2;
org.eclipse.jdt.internal.compiler.classfmt;0;0;7;0;0;0;1;6;3054;0;1;9;3054;0;2;1;0;2;2;9;1;9;1;0;
org.eclipse.jdt.internal.core.hierarchy;1;0;13;1;0;0;2;11;4590;0;1;9;4590;54;2;1;0;2;2;9;1;9;1;2;
org.eclipse.jdt.internal.ui.text.link;1;0;4;1;0;0;1;3;0;0;1;36;0;34;2;1;0;2;2;36;1;36;1;3;
org.eclipse.ui.externaltools.internal.program.launchConfigurations;0;0;11;0;0;0;2;9;227;0;1;1402;227;16;5;4;0;5;5;1402;4;1402;1;2;
org.eclipse.jdi;0;0;3;0;0;0;1;2;94;0;1;299;94;0;2;1;0;2;2;299;1;299;1;0;
org.eclipse.debug.ui;0;0;8;0;0;0;3;5;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.core.internal.localstore;0;0;14;0;0;0;1;13;28;0;1;186;28;0;2;1;0;2;2;186;1;186;1;0;
org.eclipse.ui.externaltools.internal.variable;1;0;3;1;0;0;1;2;2;0;1;2434;2;40;2;1;0;2;2;2434;1;2434;1;3;
org.eclipse.ui.externaltools.internal.ant.dtd;1;0;4;1;0;0;1;3;0;0;1;2326;0;344;2;1;0;2;2;2326;1;2326;1;3;
org.eclipse.jdt.internal.junit.wizards;0;0;6;0;0;0;1;5;38;0;1;318;38;0;2;1;0;2;2;318;1;318;1;0;
org.eclipse.core.resources.team;0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.update.core;0;0;7;0;0;0;1;6;0;0;1;338;0;265;2;1;0;2;2;338;1;338;1;2;
org.eclipse.ui.externaltools.internal.launchConfigurations;0;0;16;0;0;0;6;10;76;2;2;2434;100;0;2;2;0;4;4;2434;2;2531;2;0;
org.eclipse.core.internal.plugins;0;0;5;0;0;0;1;4;63;0;1;186;63;0;2;1;0;2;2;186;1;186;1;0;
org.eclipse.core.internal.indexing;0;0;3;0;0;0;1;2;9;0;1;186;9;16;2;1;0;2;2;186;1;186;1;1;
org.eclipse.compare.internal;0;0;6;0;0;0;2;4;0;0;0;-1;0;1319;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.compare.structuremergeviewer;0;0;5;0;0;0;2;3;18;0;1;1224;18;82;2;1;0;2;2;1224;1;1224;1;2;
org.eclipse.swt.ole.win32;0;0;8;0;2;1;3;5;8956;0;0;3083;8956;0;2;0;1;0;2;3083;1;3083;1;0;
org.eclipse.jdt.core;1;0;4;1;0;0;2;2;23374;0;1;9;23374;2572;2;1;0;2;2;9;1;9;1;5;
