"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"org.eclipse.ui.views.bookmarkexplorer";1;0;2;1;0;0;0;2;0;0;1;2208;0;4;2;1;0;2;2;2208;1;2208;1;1;NA
"2";"org.eclipse.update.internal.operations";1;0;11;1;0;0;2;9;0;0;1;825;0;77;2;1;0;2;2;825;1;825;1;2;NA
"3";"org.eclipse.pde.internal.core.schema";0;0;5;0;0;0;2;3;0;0;0;-1;0;63;0;0;0;0;0;-1;0;-1;0;3;NA
"4";"org.eclipse.jdt.internal.compiler.classfmt";0;0;8;0;0;0;0;8;0;0;0;-1;0;39;0;0;0;0;0;-1;0;-1;0;4;NA
"5";"org.eclipse.jdt.internal.core.hierarchy";0;0;28;0;0;0;3;25;615;3;3;61;1187;2;3;4;0;7;7;61;4;2116;3;1;NA
"6";"org.eclipse.team.internal.ui.wizards";1;0;12;1;0;0;6;6;1413;0;1;987;1413;72;3;2;0;3;3;987;2;987;1;1;NA
"7";"org.eclipse.ui.externaltools.internal.program.launchConfigurations";1;0;13;1;0;0;0;13;36;2;2;321;52;89;2;2;0;4;4;321;2;1813;2;3;NA
"8";"org.eclipse.jdi";0;0;5;0;0;0;2;3;5;0;1;4264;5;0;2;1;0;2;2;4264;1;4264;1;0;NA
"9";"org.eclipse.debug.ui";0;0;12;0;0;0;2;10;8;0;1;265;8;0;2;1;0;2;2;265;1;265;1;0;NA
"10";"org.eclipse.core.internal.localstore";0;0;4;0;0;0;1;3;19;0;1;93;19;347;2;1;0;2;2;93;1;93;1;2;NA
"11";"org.eclipse.ui.internal.intro.impl.parts";0;0;7;0;0;0;7;0;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;1;NA
"12";"org.eclipse.pde.internal.build.builder";0;0;18;0;0;0;1;17;14;2;2;447;14;21;2;2;0;4;4;447;2;1219;2;2;NA
"13";"org.eclipse.osgi.framework.eventmgr";1;0;5;1;0;0;1;4;0;0;1;3013;0;390;2;1;0;2;2;3013;1;3013;1;4;NA
"14";"org.eclipse.jdt.internal.junit.wizards";0;0;9;0;0;0;3;6;8;0;1;160;8;2;2;1;0;2;2;160;1;160;1;2;NA
"15";"org.eclipse.core.resources.team";1;0;4;1;0;0;1;3;12;0;1;4994;12;84;2;1;0;2;2;4994;1;4994;1;1;NA
"16";"org.eclipse.search2.internal.ui.text";0;2;16;0;6;3;9;7;121;0;0;5178;155;4;2;0;3;0;6;5178;3;5815;3;1;NA
"17";"org.eclipse.update.core";0;0;5;0;0;0;2;3;86;0;1;0;86;578;2;1;0;2;2;0;1;0;1;2;NA
"18";"org.eclipse.ui.externaltools.internal.launchConfigurations";0;0;35;0;0;0;3;32;62;3;4;321;154;0;3;5;0;9;9;321;5;4107;4;0;NA
"19";"org.eclipse.ui.commands";1;0;17;1;0;0;2;15;1027;0;1;4952;1027;373;4;3;0;4;4;4952;3;4952;1;3;NA
"20";"org.eclipse.debug.internal.core.sourcelookup.containers";2;0;7;2;0;0;1;6;121;3;2;3678;125;52;3;4;0;6;6;3678;4;4949;2;2;NA
"21";"org.eclipse.core.internal.indexing";1;0;3;1;0;0;1;2;35;0;1;178;35;281;2;1;0;2;2;178;1;178;1;2;NA
"22";"org.eclipse.core.internal.plugins";1;0;9;1;0;0;3;6;0;0;1;3013;0;8;2;1;0;2;2;3013;1;3013;1;2;NA
"23";"org.eclipse.compare.internal";0;0;8;0;0;0;2;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;NA
"24";"org.eclipse.compare.structuremergeviewer";0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"25";"org.eclipse.team.internal.ccvs.core.client";0;0;6;0;0;0;0;6;53;0;1;784;53;11;2;1;0;2;2;784;1;784;1;1;NA
"26";"org.eclipse.jdt.core";0;0;14;0;0;0;2;12;0;0;0;-1;0;12;0;0;0;0;0;-1;0;-1;0;1;NA
"27";"org.eclipse.swt.ole.win32";0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"28";"org.eclipse.jdt.internal.debug.ui.jres";1;0;9;1;0;0;0;9;350;4;2;1035;460;20;4;5;0;7;7;1035;5;1060;2;2;NA
"29";"org.eclipse.jface.text.templates.persistence";0;0;5;0;0;0;2;3;0;0;1;4627;0;0;2;1;0;2;2;4627;1;4627;1;0;NA
"30";"org.eclipse.search.internal.ui";0;0;10;0;0;0;4;6;0;0;0;-1;0;2;0;0;0;0;0;-1;0;-1;0;1;NA
"31";"org.eclipse.jdt.internal.ui.javaeditor.selectionactions";0;0;4;0;0;0;3;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"32";"org.eclipse.pde.internal.ui.preferences";1;2;16;1;4;2;8;8;124;0;0;5782;232;14;2;0;2;0;4;5782;2;6113;2;2;NA
"33";"org.eclipse.jdt.internal.formatter";0;0;6;0;0;0;0;6;0;0;1;535;0;28;2;1;0;2;2;535;1;535;1;3;NA
"34";"org.eclipse.jdt.internal.corext.dom.fragments";0;0;6;0;0;0;3;3;8;0;1;1309;8;9;2;1;0;2;2;1309;1;1309;1;2;NA
"35";"org.eclipse.compare.contentmergeviewer";0;0;2;0;0;0;0;2;0;0;0;-1;0;2;0;0;0;0;0;-1;0;-1;0;1;NA
"36";"org.eclipse.team.internal.ui.preferences";0;0;6;0;0;0;1;5;464;0;1;987;464;0;3;2;0;3;3;987;2;987;1;0;NA
