"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"org.eclipse.ui.views.bookmarkexplorer";0;0;7;0;0;0;5;2;0;0;1;826;0;0;2;1;0;2;2;826;1;826;1;0;NA
"2";"org.eclipse.pde.internal.core.schema";0;0;10;0;0;0;1;9;6;0;1;115;6;76;3;2;0;3;3;115;2;115;1;2;NA
"3";"org.eclipse.jdt.internal.compiler.classfmt";0;0;7;0;0;0;1;6;3054;0;1;9;3054;0;2;1;0;2;2;9;1;9;1;0;NA
"4";"org.eclipse.jdt.internal.core.hierarchy";1;0;13;1;0;0;2;11;4590;0;1;9;4590;54;2;1;0;2;2;9;1;9;1;2;NA
"5";"org.eclipse.jdt.internal.ui.text.link";1;0;4;1;0;0;1;3;0;0;1;36;0;34;2;1;0;2;2;36;1;36;1;3;NA
"6";"org.eclipse.ui.externaltools.internal.program.launchConfigurations";0;0;11;0;0;0;2;9;227;0;1;1402;227;16;5;4;0;5;5;1402;4;1402;1;2;NA
"7";"org.eclipse.jdi";0;0;3;0;0;0;1;2;94;0;1;299;94;0;2;1;0;2;2;299;1;299;1;0;NA
"8";"org.eclipse.debug.ui";0;0;8;0;0;0;3;5;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;2;NA
"9";"org.eclipse.core.internal.localstore";0;0;14;0;0;0;1;13;28;0;1;186;28;0;2;1;0;2;2;186;1;186;1;0;NA
"10";"org.eclipse.ui.externaltools.internal.variable";1;0;3;1;0;0;1;2;2;0;1;2434;2;40;2;1;0;2;2;2434;1;2434;1;3;NA
