"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"18";"org.eclipse.compare.internal";2;1;6;1;2;2;2;4;11810;1;4;873;12868;1319;1;0;0;4;6;873;0;3145;6;2;NA
"19";"org.eclipse.compare.structuremergeviewer";2;1;5;1;2;2;2;3;5082;2;2;1224;5319;82;2;1;0;3;5;1224;1;3145;4;2;NA
"20";"org.eclipse.swt.ole.win32";0;2;8;0;3;2;3;5;8956;1;5;229;9258;0;2;0;1;5;8;3083;1;3146;7;0;NA
"21";"org.eclipse.jdt.core";2;1;4;1;2;2;2;2;23374;0;1;9;23812;2572;2;1;0;2;4;9;1;3400;3;5;NA
"22";"org.eclipse.team.internal.ccvs.core.client";1;1;8;1;2;2;2;6;641;2;5;129;989;27;2;1;0;6;8;129;1;3145;7;2;NA
"23";"org.eclipse.search.internal.ui";2;0;8;1;1;1;1;7;7720;2;6;11;8464;74;2;1;0;7;8;11;1;3145;7;2;NA
"24";"org.eclipse.pde.internal.ui.preferences";2;1;11;1;4;4;4;7;182;2;6;1;451;47;2;1;0;7;11;663;1;3163;10;3;NA
"25";"org.eclipse.ui.externaltools.internal.ant.editor.xml";3;1;5;1;4;4;4;1;36;0;1;2326;73;63;1;0;0;1;5;2326;0;3193;5;3;NA
"26";"org.eclipse.jdt.internal.ui.javaeditor.selectionactions";0;0;4;0;1;1;1;3;129;2;2;624;189;0;2;1;0;3;4;624;1;3147;3;0;NA
"27";"org.eclipse.jdt.internal.corext.dom.fragments";0;0;4;0;1;1;1;3;80;0;1;1045;84;0;3;2;0;3;4;1045;2;3147;2;0;NA
"28";"org.eclipse.compare.contentmergeviewer";0;1;4;0;2;2;2;2;2702;1;2;1224;2779;0;1;0;0;2;4;1224;0;3145;4;0;NA
"29";"org.eclipse.jdt.internal.debug.eval.ast.engine";0;0;5;0;1;1;1;4;531;1;4;20;740;0;1;0;0;4;5;20;0;3146;5;0;NA
"30";"org.eclipse.search.internal.ui.util";2;0;4;1;1;1;1;3;3384;2;2;36;3610;262;2;1;0;3;4;36;1;3145;3;2;NA
"31";"org.eclipse.pde.internal.ui.parts";2;0;4;1;1;1;1;3;148;2;2;1;190;50;2;1;0;3;4;1;1;3145;3;2;NA
"32";"org.eclipse.debug.internal.core";2;0;13;1;1;1;1;12;8656;2;10;128;9049;616;2;2;0;12;13;138;2;3145;11;3;NA
"33";"org.eclipse.swt.program";0;2;7;0;5;4;5;2;634;1;2;77;1233;0;2;0;1;2;7;3083;1;3206;6;0;NA
"34";"org.eclipse.update.internal.ui.search";2;0;3;1;1;1;1;2;186;0;1;1;204;87;2;1;0;2;3;1;1;3145;2;3;NA
"35";"org.eclipse.jdt.internal.codeassist.select";2;0;4;1;1;1;1;3;3060;2;2;9;3200;534;2;1;0;3;4;9;1;3151;3;4;NA
"36";"org.eclipse.help";0;1;3;0;2;2;2;1;690;0;1;1321;765;0;1;0;0;1;3;1321;0;3145;3;0;NA
"37";"org.eclipse.jdt.internal.eval";2;0;9;1;1;1;1;8;17122;2;7;9;17446;350;2;1;0;8;9;9;1;3151;8;2;NA
"38";"org.eclipse.jdt.internal.debug.core";0;0;9;0;1;1;1;8;1374;2;7;299;1493;0;2;1;0;8;9;299;1;3146;8;0;NA
"39";"org.eclipse.jdt.core.search";0;1;6;0;3;3;3;3;866;2;2;9;941;0;2;1;0;3;6;9;1;3401;5;0;NA
"40";"org.eclipse.jdt.internal.ui.preferences";3;2;48;1;9;7;9;39;11360;3;31;11;16142;1951;3;8;2;39;48;1087;10;3257;38;4;NA
"41";"org.eclipse.team.core.sync";0;0;3;0;1;1;1;2;54;0;1;1755;59;0;2;1;0;2;3;1755;1;3145;2;0;NA
"42";"org.eclipse.pde.internal.core.plugin";3;0;12;1;1;1;1;11;704;1;11;1;1138;94;1;0;0;11;12;1;0;3146;12;3;NA
"43";"org.eclipse.jdt.internal.ui.refactoring.nls.search";2;0;3;1;1;1;1;2;2782;0;1;36;2894;132;2;1;0;2;3;36;1;3147;2;2;NA
"44";"org.eclipse.pde.internal.build.tasks";0;0;5;0;1;1;1;4;79;1;4;76;259;0;1;0;0;4;5;76;0;3145;5;0;NA
"45";"org.eclipse.pde.internal.ui.view";2;0;7;1;1;1;1;6;324;2;5;110;540;27;2;1;0;6;7;1034;1;3145;6;2;NA
"46";"org.eclipse.pde.internal.runtime.registry";2;0;3;1;1;1;1;2;242;0;1;1310;260;61;2;1;0;2;3;1310;1;3146;2;2;NA
"47";"org.eclipse.jdt.internal.ui.wizards.dialogfields";3;0;4;1;1;1;1;3;5150;1;3;11;5428;390;1;0;0;3;4;11;0;3145;4;4;NA
"48";"org.eclipse.help.internal.search";3;1;9;1;3;3;3;6;3006;2;5;244;3970;354;2;1;0;6;9;244;1;3145;8;3;NA
"49";"org.eclipse.team.internal.ccvs.ui.merge";0;1;6;0;2;2;2;4;135;1;4;967;238;0;1;0;0;4;6;967;0;3145;6;0;NA
"50";"org.eclipse.team.internal.ui";1;1;7;1;2;2;2;5;825;1;5;57;901;26;1;0;0;5;7;57;0;3145;7;1;NA
"51";"org.eclipse.help.browser";3;1;4;1;4;4;4;0;14;0;0;2799;18;18;1;0;0;0;4;2799;0;3145;4;3;NA
"52";"org.eclipse.ui.internal.commands";2;1;8;1;3;3;3;5;1398;3;3;2360;3699;205;3;2;0;5;8;2509;2;3146;6;2;NA
"53";"org.eclipse.team.internal.core";1;1;4;1;2;2;2;2;134;0;1;1643;199;26;2;1;0;2;4;1643;1;3145;3;1;NA
"54";"org.eclipse.jdt.internal.ui.filters";1;0;4;1;1;1;1;3;244;2;2;11;312;93;2;1;0;3;4;11;1;3147;3;3;NA
"55";"org.eclipse.ui.externaltools.internal.ant.editor.utils";2;0;3;1;1;1;1;2;617;1;2;2326;633;640;1;0;0;2;3;2326;0;3145;3;2;NA
"56";"org.eclipse.ui.internal.misc";4;1;7;1;3;3;3;4;344;2;3;826;516;110;2;1;0;4;7;826;1;3146;6;4;NA
"57";"org.eclipse.jdt.internal.corext.refactoring.structure";2;0;6;1;1;1;1;5;2720;1;5;11;3082;3813;1;0;0;5;6;11;0;3146;6;2;NA
"58";"org.eclipse.jdt.internal.compiler.env";2;0;3;1;1;1;1;2;1416;0;1;9;1528;308;2;1;0;2;3;9;1;3151;2;2;NA
"59";"org.eclipse.jdt.internal.compiler.lookup";0;2;8;0;3;2;3;5;21718;2;4;9;22807;0;2;1;1;5;8;9;2;3151;6;0;NA
"60";"org.eclipse.help.ui.internal.browser.win32";1;1;8;1;2;2;2;6;126;1;6;120;176;48;1;0;0;6;8;120;0;3146;8;1;NA
"61";"org.eclipse.jdt.internal.compiler.util";1;0;5;1;1;1;1;4;1442;2;3;9;1530;6;2;1;0;4;5;9;1;3151;4;2;NA
"62";"org.eclipse.help.internal.webapp.servlet";2;1;6;1;4;4;4;2;170;0;1;2074;190;14;2;1;0;2;6;2074;1;3209;5;2;NA
"63";"org.eclipse.jdt.internal.ui.typehierarchy";0;1;11;0;2;2;2;9;4584;2;8;11;5135;0;2;1;0;9;11;11;1;3146;10;0;NA
"64";"org.eclipse.jdt.internal.junit.ui";2;1;11;1;4;4;4;7;288;2;6;318;1177;39;2;1;0;7;11;318;1;3145;10;2;NA
"65";"org.eclipse.jdt.internal.compiler.problem";2;0;3;1;1;1;1;2;6440;0;1;9;6514;58;2;1;0;2;3;9;1;3151;2;2;NA
"66";"org.eclipse.ui.externaltools.internal.ant.view.elements";0;0;4;0;1;1;1;3;64;2;2;1942;101;0;2;1;0;3;4;1942;1;3145;3;0;NA
"67";"org.eclipse.ui.editors.text";3;1;4;1;2;2;2;2;286;0;1;826;524;56;2;1;0;2;4;826;1;3360;3;3;NA
"68";"org.eclipse.webdav";0;0;2;0;2;1;2;0;118;0;0;3145;118;0;2;0;1;0;2;3145;1;3145;1;0;NA
"69";"org.eclipse.ui.externaltools.internal.ant.editor";3;1;9;2;3;3;3;6;2516;3;3;2326;3371;2857;3;3;0;6;9;2615;3;3193;6;3;NA
"70";"org.eclipse.ui.internal.actions";3;1;5;1;2;2;2;3;86;2;2;1515;106;22;2;1;0;3;5;2152;1;3146;4;3;NA
"71";"org.eclipse.ui.wizards.newresource";5;1;17;1;5;5;5;12;168;2;10;826;573;109;2;2;0;12;17;826;2;3146;15;5;NA
"72";"org.eclipse.jdi.internal.spy";3;0;5;1;1;1;1;4;1855;1;4;299;2672;40;1;0;0;4;5;299;0;3146;5;3;NA
"73";"org.eclipse.jface.action";4;1;5;1;2;2;2;3;428;2;2;826;627;383;2;1;0;3;5;826;1;3145;4;8;NA
"74";"org.eclipse.pde.internal.core.ifeature";2;0;5;1;1;1;1;4;174;2;3;1;199;69;2;1;0;4;5;1;1;3146;4;2;NA
"75";"org.eclipse.team.internal.core.streams";0;0;2;0;1;1;1;1;86;0;1;1755;87;0;1;0;0;1;2;1755;0;3145;2;0;NA
"76";"org.eclipse.jdt.internal.compiler";2;1;5;1;2;2;2;3;15772;2;2;9;15907;250;2;1;0;3;5;9;1;3151;4;2;NA
"77";"org.eclipse.jdt.internal.codeassist";2;0;4;1;1;1;1;3;5904;2;2;9;5959;128;2;1;0;3;4;9;1;3151;3;2;NA
"78";"org.eclipse.swt.internal.carbon";2;1;33;1;2;2;2;31;2754;3;26;7;8121;32;3;5;0;31;33;357;5;3146;28;3;NA
"79";"org.eclipse.update.internal.ui.model";1;1;5;1;2;2;2;3;798;2;2;1;1029;48;2;1;0;3;5;1;1;3145;4;2;NA
"80";"com.sun.jdi";2;0;3;1;1;1;1;2;1880;0;1;299;2746;468;2;1;0;2;3;299;1;3146;2;2;NA
"81";"org.eclipse.swt.internal.motif";2;2;25;1;3;2;3;22;3930;3;18;215;4537;226;3;4;1;22;25;874;5;3146;20;2;NA
"82";"org.eclipse.ant.internal.core";0;0;8;0;1;1;1;7;126;2;6;755;217;0;2;1;0;7;8;755;1;3145;7;0;NA
"83";"org.eclipse.swt.internal.ole.win32";2;2;5;1;3;2;3;2;5912;0;1;436;6738;218;2;1;1;2;5;436;2;3146;3;2;NA
"84";"org.eclipse.team.internal.ftp.target";0;0;6;0;1;1;1;5;58;2;4;52;91;0;2;1;0;5;6;467;1;3145;5;0;NA
"85";"org.eclipse.update.internal.ui";2;0;6;1;1;1;1;5;106;1;5;598;232;106;1;0;0;5;6;598;0;3145;6;2;NA
"86";"org.eclipse.swt.events";2;2;8;1;4;3;4;4;3670;2;3;56;4443;92;2;1;1;4;8;56;2;3146;6;2;NA
"87";"org.eclipse.help.ui.internal.search";0;1;9;0;5;5;5;4;70;2;3;375;263;0;2;1;0;4;9;375;1;3258;8;0;NA
"88";"org.eclipse.help.internal.context";0;1;4;0;2;2;2;2;1320;1;2;1290;1455;0;1;0;0;2;4;1290;0;3145;4;0;NA
"89";"org.eclipse.jface.text.contentassist";3;0;4;1;1;1;1;3;342;2;2;826;347;69;2;1;0;3;4;826;1;3145;3;4;NA
"90";"org.eclipse.pde.internal.ui.wizards.templates";1;0;9;1;1;1;1;8;296;2;7;110;492;40;2;1;0;8;9;161;1;3145;8;2;NA
"91";"org.eclipse.team.internal.ftp";0;0;4;0;1;1;1;3;24;1;3;52;61;0;1;0;0;3;4;52;0;3145;4;0;NA
"92";"org.eclipse.pde.internal.ui.editor.build";2;0;3;1;1;1;1;2;130;1;2;744;236;151;1;0;0;2;3;744;0;3145;3;2;NA
"93";"org.eclipse.pde.internal.ui.codegen";0;1;8;0;2;2;2;6;784;1;6;955;871;0;1;0;0;6;8;955;0;3145;8;0;NA
"94";"org.eclipse.jface.util";5;1;7;1;3;3;3;4;86;2;3;826;103;59;2;1;0;4;7;826;1;3145;6;6;NA
"95";"org.eclipse.jdt.internal.compiler.impl";2;0;4;1;1;1;1;3;5238;2;2;9;5373;82;2;1;0;3;4;9;1;3151;3;2;NA
"96";"org.eclipse.swt.widgets";4;2;18;1;3;2;3;15;197340;3;12;14;202479;2634;3;3;1;15;18;14;4;3146;14;7;NA
"97";"org.eclipse.jdt.internal.corext.dom";2;0;17;1;1;1;1;16;1764;2;12;36;2446;84;2;4;0;16;17;36;4;3145;13;2;NA
"98";"org.eclipse.ui.views.navigator";5;1;14;1;5;5;5;9;3391;2;8;826;6774;2060;2;1;0;9;14;826;1;3146;13;5;NA
"99";"org.eclipse.team.internal.ui.actions";1;0;2;1;2;1;2;0;32;0;0;3145;32;16;2;0;1;0;2;3145;1;3145;1;1;NA
"100";"org.eclipse.ui.internal.texteditor";2;1;4;1;2;2;2;2;73;0;1;1820;115;31;2;1;0;2;4;1820;1;3145;3;3;NA
"101";"org.eclipse.team.internal.ccvs.ssh";1;0;9;1;1;1;1;8;159;2;7;551;277;101;2;1;0;8;9;1356;1;3145;8;1;NA
"102";"org.eclipse.jdt.internal.corext.refactoring.changes";2;0;4;1;1;1;1;3;5050;2;2;36;5478;172;2;1;0;3;4;36;1;3145;3;3;NA
"103";"org.eclipse.pde.core.build";0;0;2;0;2;1;2;0;48;0;0;3146;48;0;2;0;1;0;2;3146;1;3146;1;0;NA
"104";"org.eclipse.ui.externaltools.internal.ant.logger";0;2;23;0;4;3;4;19;112;2;16;1421;819;0;2;3;1;19;23;1421;4;3158;19;0;NA
"105";"org.eclipse.jdt.internal.ui.text";3;0;7;1;1;1;1;6;4316;2;5;11;5360;717;2;1;0;6;7;11;1;3147;6;3;NA
"106";"org.eclipse.webdav.internal.kernel.utils";0;0;3;0;1;1;1;2;162;1;2;282;170;0;1;0;0;2;3;282;0;3145;3;0;NA
"107";"org.eclipse.jdt.internal.ui.viewsupport";2;0;10;1;1;1;1;9;4842;2;8;11;5217;202;2;1;0;9;10;11;1;3146;9;2;NA
"108";"org.eclipse.jdt.internal.ui.util";2;0;5;1;1;1;1;4;3192;2;3;11;3565;785;2;1;0;4;5;11;1;3147;4;4;NA
"109";"org.eclipse.jdt.internal.corext.refactoring.sef";0;1;6;0;2;2;2;4;618;2;3;36;734;0;2;1;0;4;6;36;1;3121;5;0;NA
"110";"org.eclipse.ant.core";2;0;33;1;1;1;1;32;881;3;26;96;1893;18;3;6;0;32;33;771;6;3145;27;2;NA
"111";"org.eclipse.ui.externaltools.internal.ant.editor.text";1;1;7;1;4;4;4;3;504;2;2;2326;1506;62;2;1;0;3;7;2326;1;3193;6;2;NA
"112";"org.eclipse.jface.text.source";2;1;11;1;6;6;6;5;626;2;4;826;1673;100;2;1;0;5;11;826;1;3378;10;2;NA
"113";"org.eclipse.team.internal.ui.target";2;0;10;1;1;1;1;9;399;2;8;57;647;122;2;1;0;9;10;63;1;3145;9;2;NA
"114";"org.eclipse.jdt.internal.ui.search";2;0;6;1;1;1;1;5;4202;2;4;11;4717;251;2;1;0;5;6;11;1;3145;5;4;NA
"115";"org.eclipse.swt.layout";0;2;4;0;3;2;3;1;2602;0;1;925;2716;0;2;0;1;1;4;3083;1;3146;3;0;NA
"116";"org.eclipse.pde.core";1;0;2;1;1;1;1;1;128;0;1;1386;140;32;1;0;0;1;2;1386;0;3146;2;1;NA
"117";"org.eclipse.update.internal.ui.pages";1;0;2;1;1;1;1;1;226;0;1;1905;226;66;1;0;0;1;2;1905;0;3145;2;1;NA
"118";"org.eclipse.swt.dnd";2;2;11;1;3;2;3;8;16188;1;8;46;17895;492;2;0;1;8;11;3083;1;3146;10;2;NA
"119";"org.eclipse.jdt.internal.debug.eval";0;0;3;0;1;1;1;2;446;0;1;299;482;0;2;1;0;2;3;299;1;3146;2;0;NA
"120";"org.eclipse.jdt.internal.corext.util";0;0;4;0;1;1;1;3;2412;1;3;11;2560;0;1;0;0;3;4;11;0;3145;4;0;NA
"121";"org.eclipse.jface.text";2;1;4;1;2;2;2;2;1736;0;1;826;1983;474;2;1;0;2;4;826;1;3309;3;3;NA
"122";"org.eclipse.core.runtime";1;0;4;1;1;1;1;3;476;2;2;154;523;16;2;1;0;3;4;154;1;3145;3;1;NA
"123";"org.eclipse.jdt.ui";0;0;4;0;1;1;1;3;4482;2;2;11;4911;0;2;1;0;3;4;11;1;3147;3;0;NA
"124";"org.eclipse.ui.internal.fonts";2;0;3;1;1;1;1;2;20;1;2;1774;21;21;1;0;0;2;3;1774;0;3146;3;2;NA
"125";"org.eclipse.jdt.debug.eval";2;0;3;1;1;1;1;2;620;1;2;87;721;26;1;0;0;2;3;87;0;3146;3;4;NA
"126";"org.eclipse.jdt.internal.compiler.flow";2;0;16;1;1;1;1;15;2638;2;14;9;3407;253;2;1;0;15;16;9;1;3151;15;3;NA
"127";"org.eclipse.ui.views.framelist";3;1;5;1;2;2;2;3;227;2;2;826;238;204;2;1;0;3;5;826;1;3146;4;4;NA
"128";"org.eclipse.pde.internal.ui.wizards.project";2;0;4;1;1;1;1;3;136;1;3;110;188;45;1;0;0;3;4;110;0;3145;4;2;NA
"129";"org.eclipse.ui.help";0;1;5;0;3;3;3;2;42;0;1;826;44;0;2;1;0;2;5;826;1;3393;4;0;NA
"130";"org.eclipse.ui.wizards.datatransfer";3;1;4;1;2;2;2;2;396;0;1;826;396;58;2;1;0;2;4;826;1;3146;3;4;NA
"131";"org.eclipse.jdt.internal.junit.runner";0;1;3;0;3;3;3;0;14;0;0;2968;30;0;1;0;0;0;3;2968;0;3145;3;0;NA
"132";"org.eclipse.jdt.internal.corext";0;0;6;0;1;1;1;5;308;2;4;36;378;0;2;1;0;5;6;36;1;3147;5;0;NA
"133";"org.eclipse.ui.externaltools.internal.ant.view.actions";2;0;6;1;1;1;1;5;138;3;3;1942;153;67;3;2;0;5;6;1942;2;3145;4;3;NA
"134";"org.eclipse.update.internal.ui.win32.views";2;0;5;1;1;1;1;4;42;2;3;1361;65;39;2;1;0;4;5;1361;1;3146;4;2;NA
"135";"org.eclipse.jdt.launching.sourcelookup";0;0;3;0;1;1;1;2;2528;1;2;279;2663;0;1;0;0;2;3;279;0;3145;3;0;NA
"136";"org.eclipse.jdt.internal.debug.ui.launcher";2;0;3;1;1;1;1;2;1644;1;2;19;3174;39;1;0;0;2;3;19;0;3145;3;4;NA
"137";"org.eclipse.jdt.internal.ui.refactoring.nls";0;0;4;0;1;1;1;3;2776;2;2;36;2880;0;2;1;0;3;4;36;1;3147;3;0;NA
"138";"org.eclipse.ui.texteditor";2;1;8;1;2;2;2;6;1384;2;5;826;2038;197;2;1;0;6;8;826;1;3330;7;3;NA
"139";"org.eclipse.team.internal.ccvs.core.connection";0;0;5;0;1;1;1;4;164;1;4;551;272;0;1;0;0;4;5;551;0;3145;5;0;NA
"140";"org.eclipse.pde.internal.runtime";1;0;2;1;1;1;1;1;38;0;1;1471;38;14;1;0;0;1;2;1471;0;3146;2;1;NA
"141";"org.eclipse.ui.internal.dialogs";4;0;7;1;1;1;1;6;1602;2;5;826;2081;561;2;1;0;6;7;826;1;3146;6;5;NA
"142";"org.eclipse.jdt.internal.codeassist.impl";0;1;8;0;3;3;3;5;2522;2;4;9;2602;0;2;1;0;5;8;9;1;3151;7;0;NA
"143";"org.eclipse.jdt.internal.ui.text.javadoc";2;2;21;1;7;6;7;14;880;2;12;36;1632;637;2;2;1;14;21;36;3;3147;18;2;NA
"144";"org.eclipse.update.internal.ui.preferences";0;1;9;0;3;3;4;5;127;2;5;1630;431;0;2;0;1;6;9;2721;1;3180;8;0;NA
"145";"org.eclipse.pde.internal.core.isite";2;0;4;1;1;1;1;3;146;0;1;1692;150;18;3;2;0;3;4;1692;2;3146;2;2;NA
"146";"org.eclipse.debug.ui.console";2;1;7;1;3;3;3;4;118;2;3;1355;233;33;2;1;0;4;7;1355;1;3401;6;2;NA
"147";"org.eclipse.webdav.internal.utils";0;0;1;0;1;1;1;0;16;0;0;3145;16;0;1;0;0;0;1;3145;0;3145;1;0;NA
"148";"org.eclipse.pde.internal.ui.wizards";2;1;7;1;2;2;2;5;162;1;5;110;270;15;1;0;0;5;7;110;0;3161;7;2;NA
"149";"org.eclipse.jdt.internal.core";3;1;8;1;2;2;2;6;56950;2;5;9;58265;1433;2;1;0;6;8;9;1;3151;7;3;NA
"150";"org.eclipse.jdt.internal.compiler.ast";2;1;5;1;2;2;2;3;38696;2;2;9;39866;2019;2;1;0;3;5;9;1;3151;4;3;NA
"151";"org.eclipse.jdt.ui.actions";3;1;24;1;4;4;4;20;754;1;20;11;1521;264;1;0;0;20;24;11;0;3395;24;4;NA
"152";"org.eclipse.help.internal.webapp.data";0;0;5;0;1;1;1;4;162;2;3;2074;257;0;2;1;0;4;5;2074;1;3145;4;0;NA
"153";"org.eclipse.pde.internal.ui.wizards.exports";0;2;12;0;6;5;6;6;544;3;4;2115;2282;0;3;2;1;6;12;2115;3;3145;9;0;NA
"154";"org.eclipse.ui.externaltools.internal.ant.editor.tools";0;0;2;0;1;1;1;1;16;0;1;2619;16;0;1;0;0;1;2;2619;0;3145;2;0;NA
"155";"org.eclipse.jdt.internal.debug.ui.display";2;0;3;1;1;1;1;2;1492;0;1;299;2256;138;2;1;0;2;3;299;1;3145;2;2;NA
"156";"com.sun.jdi.request";2;0;3;1;1;1;1;2;554;0;1;299;794;312;2;1;0;2;3;299;1;3146;2;2;NA
"157";"org.eclipse.team.internal.ccvs.core.client.listeners";2;1;6;1;3;3;3;3;161;1;3;655;390;12;1;0;0;3;6;655;0;3145;6;2;NA
"158";"org.eclipse.jdt.debug.ui";0;0;5;0;1;1;1;4;114;2;3;299;192;0;2;1;0;4;5;2170;1;3145;4;0;NA
"159";"org.eclipse.jdt.internal.corext.refactoring.code";0;1;20;0;2;2;2;18;5132;2;17;11;6372;0;2;1;0;18;20;11;1;3145;19;0;NA
"160";"org.eclipse.jdt.debug.ui.launchConfigurations";0;1;14;0;2;2;2;12;564;2;10;140;1179;0;2;2;0;12;14;1098;2;3401;12;0;NA
"161";"org.eclipse.jdi.internal";3;0;8;1;1;1;1;7;19038;1;7;12;20053;810;1;0;0;7;8;12;0;3146;8;3;NA
"162";"org.eclipse.ui.views.contentoutline";0;1;6;0;2;2;2;4;37;2;3;826;86;0;2;1;0;4;6;826;1;3146;5;0;NA
"163";"org.eclipse.jdt.internal.ui.text.template";0;0;3;0;1;1;1;2;184;0;1;36;238;0;2;1;0;2;3;36;1;3147;2;0;NA
"164";"org.eclipse.jdt.internal.core.search.matching";0;0;3;0;1;1;1;2;17096;0;1;9;17368;0;2;1;0;2;3;9;1;3151;2;0;NA
"165";"org.eclipse.pde.internal.core.site";0;2;7;0;3;2;3;4;200;3;2;1692;540;0;3;2;1;4;7;1692;3;3160;4;0;NA
"166";"org.eclipse.jdt.internal.debug.ui";3;0;7;1;1;1;1;6;9186;1;6;21;10369;411;1;0;0;6;7;21;0;3145;7;6;NA
"167";"org.eclipse.jdt.internal.ui";0;2;17;0;7;6;7;10;3344;2;9;11;3872;0;2;1;1;10;17;11;2;3240;15;0;NA
"168";"org.eclipse.pde.internal";1;0;3;1;1;1;1;2;58;1;2;1692;66;28;1;0;0;2;3;1692;0;3145;3;1;NA
"169";"org.eclipse.pde.internal.ui.editor.site";1;0;4;1;1;1;1;3;212;2;2;1692;242;106;2;1;0;3;4;1692;1;3153;3;2;NA
"170";"org.eclipse.jdt.internal.ui.dialogs";2;0;5;1;1;1;1;4;2598;2;3;11;2954;563;2;1;0;4;5;11;1;3145;4;4;NA
"171";"org.eclipse.pde.internal.ui.wizards.imports";1;1;25;1;4;4;4;21;332;3;16;1;1194;18;3;5;0;21;25;508;5;3276;20;2;NA
"172";"org.eclipse.ui.part";3;1;4;1;2;2;2;2;619;0;1;826;619;504;2;1;0;2;4;826;1;3146;3;6;NA
"173";"org.eclipse.ui.externaltools.internal.ant.editor.outline";2;1;15;1;3;3;3;12;1099;3;8;2326;2778;32;3;4;0;12;15;2613;4;3145;11;2;NA
"174";"org.eclipse.core.internal.utils";0;0;5;0;1;1;1;4;416;1;4;859;441;0;1;0;0;4;5;859;0;3145;5;0;NA
"175";"org.eclipse.pde.internal.core.build";0;0;2;0;1;1;1;1;84;0;1;1282;85;0;1;0;0;1;2;1282;0;3146;2;0;NA
