"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"org.eclipse.ui.views.bookmarkexplorer";1;0;2;1;0;0;0;2;0;0;1;2208;0;4;2;1;0;2;2;2208;1;2208;1;1;NA
"2";"org.eclipse.update.internal.operations";1;1;11;1;2;2;2;9;136;2;8;825;573;77;2;1;0;9;11;825;1;6336;10;2;NA
"3";"org.eclipse.pde.internal.core.schema";2;1;5;1;2;2;2;3;455;1;3;1124;665;63;1;0;0;3;5;1124;0;6336;5;3;NA
"4";"org.eclipse.jdt.internal.compiler.classfmt";2;0;8;1;0;0;0;8;39;1;8;25;100;39;1;0;0;8;8;25;0;4254;8;4;NA
"5";"org.eclipse.jdt.internal.core.hierarchy";0;1;28;0;3;3;3;25;615;4;20;61;1963;2;4;5;0;25;28;61;5;6073;23;1;NA
"6";"org.eclipse.team.internal.ui.wizards";1;1;12;1;6;6;6;6;1413;3;4;987;1614;72;3;2;0;6;12;987;2;6337;10;1;NA
"7";"org.eclipse.ui.externaltools.internal.program.launchConfigurations";2;0;13;1;0;0;0;13;64;2;11;219;188;89;2;2;0;13;13;321;2;2120;11;3;NA
"8";"org.eclipse.jdi";0;1;5;0;2;2;2;3;7;2;2;1296;16;0;2;1;0;3;5;4264;1;5680;4;0;NA
"9";"org.eclipse.debug.ui";0;1;12;0;2;2;2;10;322;2;9;265;507;0;2;1;0;10;12;265;1;6336;11;0;NA
"10";"org.eclipse.core.internal.localstore";1;0;4;1;1;1;1;3;6233;2;2;93;6264;347;2;1;0;3;4;93;1;5146;3;2;NA
"11";"org.eclipse.ui.internal.intro.impl.parts";1;1;7;1;7;7;7;0;46;0;0;5305;78;10;1;0;0;0;7;5305;0;5867;7;1;NA
"12";"org.eclipse.pde.internal.build.builder";2;0;18;1;1;1;1;17;1478;2;15;447;1867;21;2;2;0;17;18;447;2;5145;16;2;NA
"13";"org.eclipse.osgi.framework.eventmgr";3;0;5;1;1;1;1;4;493;2;3;3013;1070;390;2;1;0;4;5;3013;1;5646;4;4;NA
"14";"org.eclipse.jdt.internal.junit.wizards";1;1;9;1;3;3;3;6;209;2;5;160;452;2;2;1;0;6;9;160;1;6340;8;2;NA
"15";"org.eclipse.core.resources.team";1;0;4;1;1;1;1;3;190;2;2;4994;222;84;2;1;0;3;4;4994;1;5146;3;1;NA
"16";"org.eclipse.search2.internal.ui.text";1;2;16;1;9;6;9;7;121;1;7;3474;421;4;2;0;3;7;16;5178;3;6116;13;1;NA
"17";"org.eclipse.update.core";1;1;5;1;2;2;2;3;283;2;2;0;784;578;2;1;0;3;5;0;1;6336;4;2;NA
"18";"org.eclipse.ui.externaltools.internal.launchConfigurations";0;1;35;0;3;3;3;32;262;3;27;33;1284;0;3;5;0;32;35;321;5;5694;30;0;NA
"19";"org.eclipse.ui.commands";2;1;17;1;2;2;2;15;1070;5;10;1065;4441;373;5;5;0;15;17;4952;5;5444;12;3;NA
"20";"org.eclipse.debug.internal.core.sourcelookup.containers";2;0;7;2;1;1;1;6;121;3;2;3678;151;52;3;4;0;6;7;3678;4;5672;3;2;NA
"21";"org.eclipse.core.internal.indexing";2;0;3;1;1;1;1;2;1830;0;1;178;1865;281;2;1;0;2;3;178;1;5146;2;2;NA
"22";"org.eclipse.core.internal.plugins";2;1;9;1;3;3;3;6;344;2;5;3013;626;8;2;1;0;6;9;3013;1;6340;8;2;NA
"23";"org.eclipse.compare.internal";0;1;8;0;2;2;2;6;202;1;6;257;598;0;1;0;0;6;8;257;0;6354;8;1;NA
"24";"org.eclipse.compare.structuremergeviewer";0;0;3;0;0;0;0;3;24;1;3;257;51;0;1;0;0;3;3;257;0;3938;3;0;NA
"25";"org.eclipse.team.internal.ccvs.core.client";1;0;6;1;0;0;0;6;109;2;5;712;211;11;2;1;0;6;6;784;1;2461;5;1;NA
"26";"org.eclipse.jdt.core";1;1;14;1;2;2;2;12;361;2;11;13;824;12;2;1;0;12;14;85;1;5871;13;1;NA
"27";"org.eclipse.swt.ole.win32";0;1;5;0;2;2;2;3;161;1;3;707;199;0;1;0;0;3;5;707;0;6352;5;0;NA
"28";"org.eclipse.jdt.internal.debug.ui.jres";2;0;9;1;0;0;0;9;350;4;4;1035;553;20;4;5;0;9;9;1035;5;4849;4;2;NA
"29";"org.eclipse.jface.text.templates.persistence";0;1;5;0;2;2;2;3;14;2;2;4627;31;0;2;1;0;3;5;4627;1;6353;4;0;NA
"30";"org.eclipse.search.internal.ui";1;1;10;1;4;4;4;6;105;1;6;119;301;2;1;0;0;6;10;119;0;6340;10;1;NA
"31";"org.eclipse.jdt.internal.ui.javaeditor.selectionactions";0;1;4;0;3;3;3;1;25;0;1;4897;44;0;1;0;0;1;4;4897;0;6340;4;0;NA
"32";"org.eclipse.pde.internal.ui.preferences";2;2;16;1;8;6;8;8;124;1;8;217;480;14;2;0;2;8;16;5782;2;6336;14;2;NA
"33";"org.eclipse.jdt.internal.formatter";1;0;6;1;0;0;0;6;1018;2;5;535;1084;28;2;1;0;6;6;535;1;3560;5;3;NA
"34";"org.eclipse.jdt.internal.corext.dom.fragments";2;1;6;1;3;3;3;3;16;2;2;1309;35;9;2;1;0;3;6;1309;1;6340;5;2;NA
"35";"org.eclipse.compare.contentmergeviewer";1;0;2;1;0;0;0;2;8;1;2;1289;16;2;1;0;0;2;2;1289;0;3935;2;1;NA
"36";"org.eclipse.team.internal.ui.preferences";0;0;6;0;1;1;1;5;464;3;3;987;533;0;3;2;0;5;6;987;2;6337;4;0;NA
"37";"org.eclipse.jdt.internal.debug.eval.ast.engine";0;0;3;0;0;0;0;3;41;1;3;1240;50;0;1;0;0;3;3;1240;0;2497;3;0;NA
"38";"org.eclipse.team.internal.ccvs.ui.subscriber";2;1;19;1;3;3;3;16;1049;2;13;709;3921;378;2;3;0;16;19;709;3;5508;16;2;NA
"39";"org.eclipse.pde.internal.ui.parts";1;1;4;1;2;2;2;2;184;1;2;648;260;108;1;0;0;2;4;648;0;6336;4;2;NA
"40";"org.eclipse.search.internal.ui.util";1;1;9;1;3;3;3;6;88;2;5;611;158;2;2;1;0;6;9;611;1;6340;8;1;NA
"41";"org.eclipse.swt.program";4;2;14;1;4;3;4;10;1125;2;8;445;1362;1248;2;2;1;10;14;3093;3;6352;11;4;NA
"42";"org.eclipse.debug.internal.core";2;2;22;1;7;5;7;15;194;3;10;243;867;45;3;5;2;15;22;1657;7;6336;15;4;NA
"43";"org.osgi.service.prefs";0;0;2;0;2;1;2;0;0;0;0;5484;0;0;2;0;1;0;2;5484;1;5484;1;0;NA
"44";"org.osgi.service.url";0;0;3;0;1;1;1;2;9;0;1;3013;9;0;2;1;0;2;3;3013;1;5536;2;0;NA
"45";"org.eclipse.jface.text.link";0;1;7;0;4;4;4;3;226;2;2;4214;311;0;2;1;0;3;7;4214;1;6340;6;0;NA
