filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.jface.text.information;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.team.ui;0;0;7;0;0;0;3;4;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;
org.eclipse.pde.internal.ui.launcher;0;0;18;0;0;0;12;6;0;0;0;-1;0;0;0;1;5;0;0;-1;6;-1;0;1;
org.eclipse.ui.views.bookmarkexplorer;0;0;9;0;0;0;0;9;0;0;0;-1;0;28;0;1;0;0;0;-1;1;-1;0;5;
org.eclipse.debug.internal.ui;0;0;32;0;0;0;1;31;176;0;1;2346;176;31;5;5;0;5;5;2346;5;2346;1;4;
org.eclipse.pde.internal.core.schema;0;0;4;0;0;0;1;3;0;0;0;-1;0;53;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.swt.internal.photon;0;0;3;0;0;0;1;2;0;0;0;-1;0;66;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.jdt.internal.compiler.classfmt;0;0;20;0;0;0;1;19;0;0;0;-1;0;287;0;8;0;0;0;-1;8;-1;0;2;
org.eclipse.jdt.internal.core.hierarchy;0;0;17;0;0;0;2;15;0;0;0;-1;0;0;0;5;0;0;0;-1;5;-1;0;0;
org.eclipse.jdt.internal.ui.text.link;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jdt.internal.launching;0;0;21;0;0;0;11;10;0;0;0;-1;0;24;0;1;3;0;0;-1;4;-1;0;1;
org.eclipse.jdt.core.eval;0;0;6;0;0;0;3;3;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;
org.eclipse.help.ui.internal.util;0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;1;
org.eclipse.jdt.internal.junit.util;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdi;0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.jface.window;0;0;14;0;0;0;5;9;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jface.text.reconciler;0;0;6;0;0;0;2;4;0;0;0;-1;0;65;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.debug.ui;0;0;18;0;0;0;3;15;0;0;0;-1;0;9;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.core.internal.localstore;0;0;15;0;0;0;1;14;0;0;0;-1;0;99;0;5;0;0;0;-1;5;-1;0;2;
org.eclipse.jface.text.formatter;0;0;5;0;0;0;0;5;0;0;0;-1;0;6;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.search.ui;0;0;4;0;0;0;0;4;0;0;0;-1;0;10;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.jdt.internal.ui.browsing;1;0;81;1;5;1;32;49;108;0;0;4014;108;86;5;19;13;0;5;4014;32;4014;1;3;
org.eclipse.jdt.internal.junit.wizards;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.core.resources.team;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.pde.internal.ui.editor.manifest;0;0;2;0;0;0;0;2;0;0;0;-1;0;46;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.team.internal.ccvs.ui;0;0;55;0;0;0;20;35;0;0;0;-1;0;347;0;10;3;0;0;-1;13;-1;0;3;
org.eclipse.update.core;1;0;27;1;0;0;0;27;1321;0;1;3574;1321;342;5;7;0;5;5;3574;7;3574;1;2;
org.eclipse.debug.internal.ui.views.launch;0;0;15;0;0;0;15;0;0;0;0;-1;0;0;0;0;2;0;0;-1;2;-1;0;0;
org.eclipse.update.internal.security;0;0;16;0;0;0;3;13;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.core.internal.indexing;0;0;8;0;0;0;1;7;0;0;0;-1;0;1914;0;2;0;0;0;-1;2;-1;0;4;
org.eclipse.core.internal.plugins;0;0;16;0;0;0;8;8;0;0;0;-1;0;106;0;1;1;0;0;-1;2;-1;0;3;
org.eclipse.compare.internal;0;0;4;0;0;0;0;4;0;0;0;-1;0;25;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.swt.ole.win32;0;0;4;0;0;0;1;3;0;0;0;-1;0;27;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.team.internal.ccvs.core.client;0;0;20;0;0;0;2;18;0;0;0;-1;0;198;0;3;0;0;0;-1;3;-1;0;2;
org.eclipse.jdt.core;0;0;17;0;0;0;6;11;0;0;0;-1;0;53;0;4;2;0;0;-1;6;-1;0;2;
org.eclipse.compare.structuremergeviewer;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.swt.graphics;0;0;6;0;0;0;2;4;0;0;0;-1;0;145;0;1;0;0;0;-1;1;-1;0;6;
org.eclipse.search.internal.ui;0;0;13;0;0;0;4;9;0;0;0;-1;0;42;0;2;0;0;0;-1;2;-1;0;2;
org.eclipse.pde.internal.ui.preferences;0;0;9;0;0;0;2;7;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.compare.contentmergeviewer;0;0;3;0;0;0;0;3;0;0;0;-1;0;5;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.jdt.internal.debug.eval.ast.engine;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.search.internal.ui.util;0;0;6;0;0;0;0;6;0;0;0;-1;0;31;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.pde.internal.ui.parts;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.pde.internal.core.feature;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.debug.internal.core;0;0;16;0;0;0;0;16;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;
org.eclipse.swt.program;0;0;21;0;0;0;3;18;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.help.internal.util;0;0;3;0;0;0;0;3;0;0;0;-1;0;59;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.swt.printing;0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.ui.actions;0;0;11;0;0;0;1;10;0;0;0;-1;0;335;0;1;0;0;0;-1;1;-1;0;6;
org.eclipse.jdt.internal.corext.refactoring.tagging;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.update.internal.ui.search;0;0;2;0;0;0;0;2;0;0;0;-1;0;37;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.debug.core.model;0;0;9;0;0;0;0;9;0;0;0;-1;0;136;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.codeassist.select;0;0;11;0;0;0;1;10;0;0;0;-1;0;22;0;4;0;0;0;-1;4;-1;0;2;
org.eclipse.jdi.internal.event;0;0;5;0;0;0;0;5;0;0;0;-1;0;64;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.help;0;0;9;0;0;0;1;8;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jdt.core.dom;0;0;8;0;0;0;3;5;0;0;0;-1;0;236;0;1;1;0;0;-1;2;-1;0;3;
org.eclipse.jdt.internal.eval;0;0;8;0;0;0;1;7;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
