"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"1";"org.eclipse.ui.views.bookmarkexplorer";0;0;7;0;0;0;5;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"2";"org.eclipse.pde.internal.core.schema";0;0;10;0;0;0;1;9;0;0;0;-1;0;76;0;2;0;0;0;-1;2;-1;0;2;NA
"3";"org.eclipse.jdt.internal.compiler.classfmt";0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"4";"org.eclipse.jdt.internal.core.hierarchy";0;0;13;0;0;0;2;11;0;0;0;-1;0;54;0;1;0;0;0;-1;1;-1;0;2;NA
"5";"org.eclipse.jdt.internal.ui.text.link";0;0;4;0;0;0;1;3;0;0;0;-1;0;34;0;1;0;0;0;-1;1;-1;0;3;NA
"6";"org.eclipse.ui.externaltools.internal.program.launchConfigurations";0;0;11;0;0;0;2;9;227;0;1;1402;227;16;5;4;0;5;5;1402;4;1402;1;2;NA
"7";"org.eclipse.jdi";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"8";"org.eclipse.debug.ui";0;0;8;0;0;0;3;5;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;2;NA
"9";"org.eclipse.core.internal.localstore";0;0;14;0;0;0;1;13;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"10";"org.eclipse.ui.externaltools.internal.variable";0;0;3;0;0;0;1;2;0;0;0;-1;0;40;0;1;0;0;0;-1;1;-1;0;3;NA
"11";"org.eclipse.ui.externaltools.internal.ant.dtd";0;0;4;0;0;0;1;3;0;0;0;-1;0;344;0;1;0;0;0;-1;1;-1;0;3;NA
"12";"org.eclipse.jdt.internal.junit.wizards";0;0;6;0;0;0;1;5;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"13";"org.eclipse.core.resources.team";0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"14";"org.eclipse.update.core";0;0;7;0;0;0;1;6;0;0;0;-1;0;265;0;1;0;0;0;-1;1;-1;0;2;NA
"15";"org.eclipse.ui.externaltools.internal.launchConfigurations";0;0;16;0;0;0;6;10;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;NA
"16";"org.eclipse.core.internal.plugins";0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;NA
"17";"org.eclipse.core.internal.indexing";0;0;3;0;0;0;1;2;0;0;0;-1;0;16;0;1;0;0;0;-1;1;-1;0;1;NA
"18";"org.eclipse.compare.internal";0;0;6;0;0;0;2;4;0;0;0;-1;0;1319;0;0;0;0;0;-1;0;-1;0;2;NA
"19";"org.eclipse.compare.structuremergeviewer";0;0;5;0;0;0;2;3;0;0;0;-1;0;82;0;1;0;0;0;-1;1;-1;0;2;NA
"20";"org.eclipse.swt.ole.win32";0;0;8;0;0;0;3;5;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;NA
"21";"org.eclipse.jdt.core";0;0;4;0;0;0;2;2;0;0;0;-1;0;2572;0;1;0;0;0;-1;1;-1;0;5;NA
