filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.ui.views.bookmarkexplorer;1;0;2;1;0;0;0;2;0;0;1;2208;0;4;2;1;0;2;2;2208;1;2208;1;1;
org.eclipse.update.internal.operations;1;0;11;1;0;0;2;9;0;0;1;825;0;77;2;1;0;2;2;825;1;825;1;2;
org.eclipse.pde.internal.core.schema;0;0;5;0;0;0;2;3;0;0;0;-1;0;63;0;0;0;0;0;-1;0;-1;0;3;
org.eclipse.jdt.internal.compiler.classfmt;0;0;8;0;0;0;0;8;0;0;0;-1;0;39;0;0;0;0;0;-1;0;-1;0;4;
org.eclipse.jdt.internal.core.hierarchy;0;0;28;0;0;0;3;25;615;3;3;61;1187;2;3;4;0;7;7;61;4;2116;3;1;
org.eclipse.team.internal.ui.wizards;1;0;12;1;0;0;6;6;0;0;1;987;0;72;2;1;0;2;2;987;1;987;1;1;
org.eclipse.ui.externaltools.internal.program.launchConfigurations;0;0;13;0;0;0;0;13;0;0;0;-1;0;89;0;0;0;0;0;-1;0;-1;0;3;
org.eclipse.jdi;0;0;5;0;0;0;2;3;5;0;1;4264;5;0;2;1;0;2;2;4264;1;4264;1;0;
org.eclipse.debug.ui;0;0;12;0;0;0;2;10;8;0;1;265;8;0;2;1;0;2;2;265;1;265;1;0;
org.eclipse.core.internal.localstore;0;0;4;0;0;0;1;3;19;0;1;93;19;347;2;1;0;2;2;93;1;93;1;2;
org.eclipse.ui.internal.intro.impl.parts;0;0;7;0;0;0;7;0;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.pde.internal.build.builder;0;0;18;0;0;0;1;17;14;2;2;447;14;21;2;2;0;4;4;447;2;1219;2;2;
org.eclipse.osgi.framework.eventmgr;1;0;5;1;0;0;1;4;0;0;1;3013;0;390;2;1;0;2;2;3013;1;3013;1;4;
org.eclipse.jdt.internal.junit.wizards;0;0;9;0;0;0;3;6;8;0;1;160;8;2;2;1;0;2;2;160;1;160;1;2;
org.eclipse.core.resources.team;1;0;4;1;0;0;1;3;12;0;1;4994;12;84;2;1;0;2;2;4994;1;4994;1;1;
org.eclipse.search2.internal.ui.text;0;0;16;0;0;0;9;7;0;0;0;-1;0;4;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.update.core;0;0;5;0;0;0;2;3;86;0;1;0;86;578;2;1;0;2;2;0;1;0;1;2;
org.eclipse.ui.externaltools.internal.launchConfigurations;0;0;35;0;0;0;3;32;16;0;1;846;16;0;2;1;0;2;2;846;1;846;1;0;
org.eclipse.ui.commands;1;0;17;1;0;0;2;15;635;0;1;4952;635;373;2;1;0;2;2;4952;1;4952;1;3;
org.eclipse.debug.internal.core.sourcelookup.containers;1;0;7;1;0;0;1;6;103;2;2;3678;103;52;2;2;0;4;4;3678;2;4951;2;2;
org.eclipse.core.internal.indexing;1;0;3;1;0;0;1;2;35;0;1;178;35;281;2;1;0;2;2;178;1;178;1;2;
org.eclipse.core.internal.plugins;1;0;9;1;0;0;3;6;0;0;1;3013;0;8;2;1;0;2;2;3013;1;3013;1;2;
org.eclipse.compare.internal;0;0;8;0;0;0;2;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.compare.structuremergeviewer;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.team.internal.ccvs.core.client;0;0;6;0;0;0;0;6;0;0;0;-1;0;11;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdt.core;0;0;14;0;0;0;2;12;0;0;0;-1;0;12;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.swt.ole.win32;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.debug.ui.jres;1;0;9;1;0;0;0;9;129;3;2;1035;148;20;3;3;0;5;5;1035;3;1064;2;2;
org.eclipse.jface.text.templates.persistence;0;0;5;0;0;0;2;3;0;0;1;4627;0;0;2;1;0;2;2;4627;1;4627;1;0;
org.eclipse.search.internal.ui;0;0;10;0;0;0;4;6;0;0;0;-1;0;2;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdt.internal.ui.javaeditor.selectionactions;0;0;4;0;0;0;3;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.pde.internal.ui.preferences;0;0;16;0;2;1;8;8;108;0;0;6113;108;14;2;0;1;0;2;6113;1;6113;1;2;
org.eclipse.jdt.internal.formatter;0;0;6;0;0;0;0;6;0;0;1;535;0;28;2;1;0;2;2;535;1;535;1;3;
org.eclipse.jdt.internal.corext.dom.fragments;0;0;6;0;0;0;3;3;8;0;1;1309;8;9;2;1;0;2;2;1309;1;1309;1;2;
