"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"X"
"49";"org.eclipse.ui.actions";1;0;11;1;0;0;1;10;0;0;1;257;0;335;2;1;0;2;2;257;1;257;1;6;NA
"50";"org.eclipse.jdt.internal.corext.refactoring.tagging";1;0;2;1;0;0;0;2;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;1;NA
"51";"org.eclipse.update.internal.ui.search";0;0;2;0;0;0;0;2;0;0;1;3537;0;37;2;1;0;2;2;3537;1;3537;1;1;NA
"52";"org.eclipse.debug.core.model";1;0;9;1;0;0;0;9;0;0;1;187;0;136;2;1;0;2;2;187;1;187;1;3;NA
"53";"org.eclipse.jdt.internal.codeassist.select";0;0;11;0;0;0;1;10;385;3;2;455;385;22;3;3;0;5;5;1045;3;1045;2;2;NA
"54";"org.eclipse.jdi.internal.event";1;0;5;1;0;0;0;5;0;0;1;187;0;64;2;1;0;2;2;187;1;187;1;2;NA
"55";"org.eclipse.help";0;0;9;0;0;0;1;8;0;0;1;1420;0;0;2;1;0;2;2;1420;1;1420;1;0;NA
"56";"org.eclipse.jdt.core.dom";1;0;8;1;2;1;3;5;865;0;1;2669;865;236;2;1;1;2;4;2669;2;4452;2;3;NA
"57";"org.eclipse.jdt.internal.eval";0;0;8;0;0;0;1;7;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;NA
"58";"org.eclipse.pde.internal.ui.editor.text";0;0;3;0;0;0;1;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;NA
"59";"org.eclipse.jdt.internal.core.builder";3;2;17;2;4;2;8;9;580;0;1;2979;622;21;2;1;2;2;6;2979;3;4666;3;3;NA
"60";"org.eclipse.jdt.internal.debug.core";0;0;18;0;0;0;0;18;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;NA
"61";"org.eclipse.update.internal.ui.wizards";0;0;42;0;2;1;9;33;51;2;3;1570;89;50;2;3;1;6;8;1570;4;4195;4;1;NA
"62";"org.eclipse.jdt.core.search";0;0;8;0;0;0;4;4;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;NA
"63";"org.eclipse.ui.dialogs";1;0;7;1;0;0;0;7;0;0;1;257;0;223;2;1;0;2;2;257;1;257;1;8;NA
"64";"com.sun.jdi.connect";1;0;3;1;0;0;0;3;0;0;1;2704;0;59;2;1;0;2;2;2704;1;2704;1;2;NA
"65";"org.eclipse.jdt.internal.ui.preferences";1;4;59;1;11;4;22;37;194;4;2;15;535;559;4;4;7;6;17;128;11;4426;6;5;NA
"66";"org.eclipse.team.core.sync";0;0;7;0;0;0;1;6;35;0;1;2019;35;0;3;2;0;3;3;2019;2;2019;1;0;NA
"67";"org.eclipse.pde.internal.core.plugin";1;0;5;1;0;0;1;4;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;1;NA
"68";"org.eclipse.swt";0;0;17;0;2;1;6;11;37;0;1;106;37;0;2;1;1;2;4;106;2;4571;2;0;NA
"69";"com.sun.jdi.event";1;0;3;1;0;0;0;3;0;0;1;2704;0;28;2;1;0;2;2;2704;1;2704;1;2;NA
"70";"org.eclipse.pde.core.plugin";1;0;4;1;2;1;2;2;986;0;1;3591;986;169;2;1;1;2;4;3591;2;4751;2;1;NA
"71";"org.eclipse.jdt.internal.ui.javaeditor.structureselection";0;0;9;0;0;0;2;7;25;3;2;3188;49;0;3;3;0;5;5;3188;3;3567;2;0;NA
"72";"org.eclipse.jdt.internal.ui.refactoring.nls.search";0;0;3;0;0;0;0;3;0;0;1;1922;0;0;2;1;0;2;2;1922;1;1922;1;0;NA
"73";"org.eclipse.jdt.internal.corext.refactoring";0;0;4;0;0;0;0;4;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;0;NA
"74";"org.eclipse.pde.internal.build.tasks";0;0;7;0;0;0;1;6;0;0;1;3509;0;0;2;1;0;2;2;3509;1;3509;1;0;NA
"75";"org.eclipse.jdt.internal.core.util";2;2;22;1;8;4;12;10;595;2;2;455;1458;35;2;2;4;4;12;455;6;4421;6;2;NA
"76";"org.eclipse.pde.internal.ui.view";1;0;2;1;0;0;0;2;0;0;1;3579;0;3;2;1;0;2;2;3579;1;3579;1;1;NA
"77";"org.eclipse.debug.ui.actions";0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"78";"org.eclipse.pde.internal.ui.editor.schema";1;0;3;1;0;0;0;3;0;0;1;3579;0;2;2;1;0;2;2;3579;1;3579;1;1;NA
"79";"org.eclipse.pde.internal.runtime.registry";0;0;3;0;0;0;1;2;0;0;1;1434;0;0;2;1;0;2;2;1434;1;1434;1;0;NA
"80";"org.eclipse.help.internal";0;0;7;0;0;0;0;7;31;0;1;3048;31;0;2;1;0;2;2;3048;1;3048;1;0;NA
"81";"org.eclipse.help.ui.internal.browser.hpux";0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"82";"org.eclipse.jdt.core.jdom";1;0;6;1;0;0;2;4;0;0;1;455;0;154;2;1;0;2;2;455;1;455;1;2;NA
"83";"org.eclipse.jdt.internal.ui.wizards.dialogfields";0;0;10;0;0;0;1;9;0;0;1;15;0;0;2;1;0;2;2;15;1;15;1;0;NA
"84";"org.eclipse.jdt.internal.ui.refactoring.sef";0;0;15;0;2;1;5;10;6;0;0;4401;6;0;2;0;1;0;2;4401;1;4401;1;0;NA
"85";"org.eclipse.core.internal.boot";0;0;9;0;0;0;1;8;0;0;1;12;0;212;2;1;0;2;2;12;1;12;1;2;NA
"86";"org.eclipse.help.internal.search";1;0;13;1;2;1;3;10;462;0;1;2318;462;749;2;1;1;2;4;2318;2;4000;2;3;NA
"87";"org.eclipse.team.internal.ccvs.ui.merge";0;0;13;0;0;0;3;10;0;0;1;2641;0;0;2;1;0;2;2;2641;1;2641;1;0;NA
"88";"org.eclipse.jface.operation";1;0;3;1;0;0;0;3;0;0;1;257;0;10;2;1;0;2;2;257;1;257;1;2;NA
"89";"org.eclipse.update.internal.ui.security";0;0;9;0;0;0;1;8;0;0;1;3122;0;0;2;1;0;2;2;3122;1;3122;1;0;NA
"90";"org.eclipse.jdt.internal.core.index";1;0;6;1;0;0;2;4;0;0;1;455;0;17;2;1;0;2;2;455;1;455;1;2;NA
"91";"org.eclipse.team.internal.ui";1;0;12;1;0;0;3;9;0;0;1;1978;0;366;2;1;0;2;2;1978;1;1978;1;2;NA
"92";"org.eclipse.jdt.internal.core.jdom";0;0;15;0;3;1;5;10;144;0;1;455;144;0;3;1;2;2;5;3959;3;3959;2;0;NA
"93";"org.eclipse.search.internal.ui.text";0;0;16;0;0;0;0;16;0;0;1;15;0;0;2;1;0;2;2;15;1;15;1;0;NA
"94";"org.eclipse.swt.custom";3;0;11;2;0;0;1;10;384;2;2;106;384;2777;2;2;0;4;4;106;2;2876;2;10;NA
"95";"org.eclipse.jdt.internal.ui.text.correction";0;0;10;0;2;1;2;8;82;0;1;3306;82;6;2;1;1;2;4;3306;2;4452;2;1;NA
"96";"org.eclipse.team.internal.core";1;0;3;1;0;0;1;2;0;0;1;3762;0;0;2;1;0;2;2;3762;1;3762;1;1;NA
"97";"org.eclipse.pde.internal.build.ant";0;0;5;0;0;0;1;4;0;0;1;3194;0;0;2;1;0;2;2;3194;1;3194;1;0;NA
"98";"org.eclipse.debug.internal.ui.preferences";0;0;3;0;2;1;3;0;0;0;0;3975;0;0;2;0;1;0;2;3975;1;3975;1;0;NA
"99";"org.eclipse.pde.internal.core.ischema";1;0;2;1;0;0;0;2;0;0;1;3591;0;3;2;1;0;2;2;3591;1;3591;1;1;NA
"100";"org.eclipse.webdav.dom";1;0;6;1;0;0;1;5;0;0;1;12;0;343;2;1;0;2;2;12;1;12;1;3;NA
"101";"org.eclipse.team.internal.webdav.core";1;0;11;1;2;1;11;0;16;0;0;4073;16;10;2;0;1;0;2;4073;1;4073;1;2;NA
"102";"org.eclipse.jdt.internal.ui.filters";0;0;2;0;2;1;2;0;0;0;0;4211;0;0;2;0;1;0;2;4211;1;4211;1;0;NA
"103";"org.eclipse.team.internal.ccvs.ui.wizards";0;0;7;0;0;0;1;6;815;2;2;1978;815;0;2;2;0;4;4;1978;2;2577;2;0;NA
"104";"org.eclipse.update.ui.forms.internal.engine";0;0;7;0;0;0;1;6;0;0;1;2745;0;0;2;1;0;2;2;2745;1;2745;1;1;NA
"105";"org.eclipse.jdt.internal.junit.launcher";0;0;7;0;2;1;3;4;19;0;1;3171;19;0;2;1;1;2;4;3171;2;4451;2;0;NA
"106";"org.eclipse.jdt.internal.corext.template.java";0;0;4;0;0;0;1;3;0;0;1;2784;0;0;2;1;0;2;2;2784;1;2784;1;0;NA
"107";"org.eclipse.help.ui.internal.browser.solaris";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"108";"org.eclipse.ui.internal.misc";1;0;6;1;0;0;0;6;0;0;1;257;0;246;2;1;0;2;2;257;1;257;1;4;NA
"109";"org.eclipse.jdt.internal.compiler.env";0;0;4;0;0;0;1;3;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;NA
"110";"org.eclipse.jdt.internal.corext.refactoring.structure";1;0;10;1;0;0;0;10;0;0;1;2270;0;0;2;1;0;2;2;2270;1;2270;1;1;NA
"111";"org.eclipse.jdt.internal.compiler.lookup";0;0;5;0;0;0;1;4;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;NA
"112";"org.eclipse.swt.internal.win32";1;0;3;1;0;0;1;2;0;0;1;2069;0;69;2;1;0;2;2;2069;1;2069;1;2;NA
"113";"org.eclipse.help.ui.internal.browser.win32";0;0;2;0;2;1;2;0;0;0;0;4427;0;0;2;0;1;0;2;4427;1;4427;1;0;NA
"114";"org.eclipse.ui";1;0;12;1;0;0;2;10;16;2;2;257;16;321;2;2;0;4;4;257;2;3774;2;8;NA
"115";"org.eclipse.jdt.internal.compiler.util";0;0;13;0;0;0;1;12;120;3;2;455;120;0;3;3;0;5;5;1045;3;1045;2;0;NA
"116";"org.eclipse.team.internal.ccvs.core.resources";0;0;41;0;0;0;2;39;28;2;2;1978;28;0;2;2;0;4;4;1978;2;3167;2;0;NA
"117";"org.eclipse.jdt.internal.corext.refactoring.util";0;0;11;0;0;0;0;11;37;0;1;2928;37;0;2;1;0;2;2;2928;1;2928;1;0;NA
"118";"org.eclipse.webdav.http.client";1;0;8;1;0;0;1;7;0;0;1;12;0;92;2;1;0;2;2;12;1;12;1;2;NA
"119";"org.eclipse.update.internal.model";1;0;4;1;0;0;1;3;133;0;1;3027;133;205;3;2;0;3;3;3027;2;3027;1;1;NA
"120";"org.eclipse.jdt.internal.ui.typehierarchy";0;0;32;0;2;1;8;24;131;2;3;15;173;0;2;3;1;6;8;15;4;3967;4;0;NA
"121";"org.eclipse.jdt.internal.junit.ui";1;0;2;1;0;0;0;2;0;0;1;3171;0;0;2;1;0;2;2;3171;1;3171;1;1;NA
"122";"org.eclipse.jdt.internal.compiler.problem";0;0;4;0;0;0;1;3;0;0;1;455;0;0;2;1;0;2;2;455;1;455;1;0;NA
"123";"org.eclipse.pde.internal.builders";0;0;4;0;0;0;1;3;0;0;1;3631;0;0;2;1;0;2;2;3631;1;3631;1;0;NA
"124";"org.eclipse.jdi.internal.connect";0;0;8;0;0;0;1;7;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;NA
"125";"org.eclipse.ui.internal";1;0;3;1;0;0;0;3;0;0;1;257;0;1222;2;1;0;2;2;257;1;257;1;9;NA
"126";"org.eclipse.team.internal.ccvs.core.util";1;0;7;1;0;0;1;6;0;0;1;1978;0;264;2;1;0;2;2;1978;1;1978;1;2;NA
"127";"org.eclipse.ui.editors.text";1;0;4;1;0;0;0;4;0;0;1;257;0;943;2;1;0;2;2;257;1;257;1;4;NA
"128";"org.eclipse.webdav";1;0;5;1;0;0;1;4;0;0;1;1635;0;147;2;1;0;2;2;1635;1;1635;1;2;NA
"129";"org.eclipse.help.ui.internal.browser.aix";0;0;3;0;0;0;1;2;0;0;0;-1;0;15;0;0;0;0;0;-1;0;-1;0;2;NA
"130";"org.eclipse.team.internal.ui.sync";0;0;6;0;2;1;2;4;1017;2;2;2054;1459;0;2;2;1;4;6;2054;3;4005;3;0;NA
"131";"org.eclipse.ui.wizards.newresource";1;0;12;1;0;0;1;11;0;0;1;257;0;74;2;1;0;2;2;257;1;257;1;3;NA
"132";"org.eclipse.jdt.internal.corext.refactoring.nls";0;0;3;0;0;0;0;3;0;0;1;1939;0;0;2;1;0;2;2;1939;1;1939;1;0;NA
"133";"org.eclipse.pde.internal.ui.editor";0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;NA
"134";"org.eclipse.jface.action";1;0;3;1;0;0;0;3;0;0;1;257;0;103;2;1;0;2;2;257;1;257;1;5;NA
"135";"org.eclipse.jdi.internal.spy";0;0;4;0;0;0;0;4;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;1;NA
"136";"org.eclipse.pde.internal.core.ifeature";0;0;2;0;0;0;0;2;0;0;1;3591;0;0;2;1;0;2;2;3591;1;3591;1;0;NA
"137";"org.eclipse.jdt.internal.ui.packageview";0;0;6;0;0;0;1;5;0;0;1;15;0;0;2;1;0;2;2;15;1;15;1;0;NA
"138";"org.eclipse.team.internal.core.streams";1;0;2;1;2;1;2;0;0;0;0;4169;0;0;2;0;1;0;2;4169;1;4169;1;1;NA
"139";"org.eclipse.jdt.internal.compiler";1;0;18;1;0;0;1;17;32355;3;3;455;32369;34;3;4;0;7;7;1045;4;1045;3;2;NA
"140";"org.eclipse.help.standalone";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"141";"org.eclipse.jdt.internal.codeassist";0;0;11;0;0;0;1;10;11560;3;2;455;11560;0;3;3;0;5;5;1045;3;1045;2;0;NA
"142";"org.eclipse.swt.internal.carbon";0;0;4;0;2;1;4;0;0;0;0;4147;0;0;2;0;1;0;2;4147;1;4147;1;0;NA
"143";"org.eclipse.jdt.internal.corext.template";1;0;3;1;0;0;0;3;0;0;1;2784;0;0;2;1;0;2;2;2784;1;2784;1;1;NA
"144";"org.eclipse.jdt.internal.compiler.batch";0;0;19;0;0;0;1;18;744;3;3;455;874;0;3;4;0;7;7;1045;4;3104;3;0;NA
"145";"org.eclipse.webdav.internal.kernel";1;0;6;1;0;0;1;5;0;0;1;12;0;415;2;1;0;2;2;12;1;12;1;2;NA
"146";"org.eclipse.core.resources";1;0;8;1;0;0;1;7;0;0;1;12;0;179;2;1;0;2;2;12;1;12;1;2;NA
"147";"org.eclipse.update.internal.ui.model";1;0;3;1;0;0;0;3;0;0;1;2797;0;16;2;1;0;2;2;2797;1;2797;1;1;NA
"148";"org.eclipse.debug.internal.ui.views.breakpoints";0;0;4;0;2;1;4;0;0;0;0;3975;0;0;2;0;1;0;2;3975;1;3975;1;0;NA
"149";"com.sun.jdi";1;0;3;1;0;0;0;3;0;0;1;2704;0;103;2;1;0;2;2;2704;1;2704;1;2;NA
"150";"org.eclipse.core.runtime.model";0;0;6;0;0;0;1;5;0;0;1;12;0;0;2;1;0;2;2;12;1;12;1;0;NA
"151";"org.eclipse.swt.internal.motif";1;0;3;1;0;0;1;2;0;0;1;2069;0;36;2;1;0;2;2;2069;1;2069;1;2;NA
"152";"org.eclipse.pde.ui";0;0;3;0;0;0;1;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;NA
"153";"org.eclipse.help.internal.toc";1;0;3;1;0;0;0;3;0;0;1;1857;0;38;2;1;0;2;2;1857;1;1857;1;2;NA
"154";"org.eclipse.ant.internal.core";0;0;12;0;0;0;4;8;508;0;1;3489;508;0;3;2;0;3;3;3489;2;3489;1;0;NA
"155";"org.eclipse.swt.internal.ole.win32";0;0;4;0;0;0;1;3;0;0;0;-1;0;24;0;0;0;0;0;-1;0;-1;0;2;NA
"156";"org.eclipse.tomcat.internal";0;0;4;0;0;0;1;3;0;0;1;3285;0;0;2;1;0;2;2;3285;1;3285;1;0;NA
"157";"org.eclipse.core.resources.ant";1;0;5;1;0;0;1;4;0;0;1;3509;0;109;2;1;0;2;2;3509;1;3509;1;2;NA
"158";"org.eclipse.team.internal.ftp.target";0;2;10;0;4;2;10;0;197;0;0;4241;197;0;2;0;2;0;4;4241;2;4249;2;0;NA
"159";"org.eclipse.update.internal.ui";0;0;31;0;0;0;10;21;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"160";"org.eclipse.swt.events";1;0;4;1;0;0;1;3;0;0;1;106;0;58;2;1;0;2;2;106;1;106;1;4;NA
"161";"org.eclipse.ui.model";0;0;3;0;0;0;0;3;0;0;1;257;0;0;2;1;0;2;2;257;1;257;1;0;NA
"162";"org.eclipse.help.ui.internal.browser.linux";0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"163";"org.eclipse.help.internal.context";0;0;10;0;0;0;0;10;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"164";"org.eclipse.jdt.internal.core.eval";0;0;10;0;2;1;3;7;42;0;1;455;42;0;2;1;1;2;4;455;2;3959;2;0;NA
"165";"org.eclipse.help.ui.internal.search";0;0;7;0;0;0;1;6;0;0;1;2429;0;0;2;1;0;2;2;2429;1;2429;1;0;NA
"166";"org.eclipse.jdi.hcr";0;0;3;0;0;0;0;3;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;NA
"167";"org.eclipse.debug.internal.ui.views";0;0;11;0;0;0;1;10;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"168";"org.eclipse.jdt.internal.core.search.processing";0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"169";"org.eclipse.jface.text.contentassist";1;0;4;1;0;0;0;4;0;0;1;257;0;73;2;1;0;2;2;257;1;257;1;4;NA
"170";"org.eclipse.team.internal.ftp";0;0;3;0;0;0;3;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;NA
"171";"org.eclipse.pde.internal.ui.wizards.templates";1;0;3;1;0;0;0;3;0;0;1;3579;0;17;2;1;0;2;2;3579;1;3579;1;1;NA
"172";"org.eclipse.pde.internal.ui.util";1;0;2;1;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;1;NA
"173";"org.eclipse.jdt.internal.corext.refactoring.code.flow";1;0;4;1;0;0;0;4;0;0;1;1939;0;33;2;1;0;2;2;1939;1;1939;1;1;NA
"174";"org.eclipse.pde.internal.ui.editor.build";0;0;2;0;0;0;0;2;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;NA
"175";"org.eclipse.pde.internal.ui.codegen";0;0;3;0;0;0;0;3;0;0;1;3579;0;0;2;1;0;2;2;3579;1;3579;1;0;NA
"176";"org.eclipse.ui.internal.model";1;0;3;1;0;0;0;3;0;0;1;257;0;179;2;1;0;2;2;257;1;257;1;5;NA
"177";"org.eclipse.jdt.internal.debug.ui.snippeteditor";1;0;14;1;0;0;4;10;56;2;2;1915;56;0;2;2;0;4;4;1915;2;3796;2;2;NA
"178";"org.eclipse.core.internal.resources";1;0;12;1;0;0;1;11;0;0;1;12;0;369;2;1;0;2;2;12;1;12;1;2;NA
"179";"org.eclipse.jface.util";1;0;4;1;0;0;0;4;0;0;1;257;0;5;2;1;0;2;2;257;1;257;1;2;NA
